formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C19H39NO2	[M - H2O + H]+	C19H38NO+	Fatty acids	0.980	Fatty amides	0.676	Primary amides	0.327	Lipids and lipid-like molecules	0.806	Fatty Acyls	0.692	Fatty amides	0.598			Fatty amides	0.598	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	296.295	583	9.714	845630578628168739	845630495971018886	845630495971018885	235	
3	C20H30N2O6	[M + H]+	C20H31N2O6+	Amino acids and Peptides	0.524	Linear polyketides	0.129	Phenylethylamines	0.060	Lipids and lipid-like molecules	0.568	Fatty Acyls	0.534					Fatty Acyls	0.534	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	395.220	593	9.878	845630610383247819	845630496008767626	845630496008767625	236	
1	C30H46O4	[M + H3N + H]+	C30H50NO4+	Terpenoids	0.746	Sesquiterpenoids	0.211	Cannabinoids	0.066	Benzenoids	0.708	Benzene and substituted derivatives	0.660	Phenylpropanes	0.766			Phenylpropanes	0.766	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	488.374	596	9.930	845630605945673611	845630496042322062	845630496042322061	237	
1	C20H36O	[M + H3N + H]+	C20H40NO+	Fatty acids	0.998	Fatty acyls	0.948	Fatty alcohols	0.301	Lipids and lipid-like molecules	0.739	Fatty Acyls	0.708					Fatty Acyls	0.708	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	310.310	603	10.051	845630579114708062	845630496117819542	845630496117819541	239	
3	C26H51NO5Si	[M + H3N + H]+	C26H55N2O5Si+	Fatty acids	0.321	Linear polyketides	0.334	Open-chain polyketides	0.425	Lipids and lipid-like molecules	0.739							Lipids and lipid-like molecules	0.739	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	503.389	609	10.158	845630608680360255	845630496155568282	845630496155568281	240	
2	C22H46N2O5S	[M + H]+	C22H47N2O5S+	Amino acids and Peptides	0.982	Oligopeptides	0.925	Cyclamides	0.130	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.978	Amino acids, peptides, and analogues	0.724	Amino acids and derivatives	0.704	Alpha amino acids and derivatives	0.586	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; 2,4-disubstituted thiazoles; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	451.321	612	10.205	845630594763657856	845630496260425894	845630496260425893	243	
2	C28H40O3	[M + H]+	C28H41O3+	Terpenoids	0.890	Sesquiterpenoids	0.362	Cannabinoids	0.152	Benzenoids	0.626							Benzenoids	0.626	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	425.305	613	10.216	845630603001271897	845630496298174634	845630496293980329	244	
11	C35H44O10	[M - H2O + H]+	C35H43O9+	Polyketides	0.557	Macrolides	0.238	Spirotetronate macrolides	0.028	Benzenoids	0.633							Benzenoids	0.633	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	607.291	617	10.290	845630656759667561	845630496335923374	845630496335923373	245	
1	C30H44O4	[M - H2O + H]+	C30H43O3+	Terpenoids	0.970	Triterpenoids	0.726	Abeolupane triterpenoids	0.084	Lipids and lipid-like molecules	0.931	Prenol lipids	0.827					Prenol lipids	0.827	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	451.321	625	10.416	845630588769996868	845630496520472770	845630496520472769	250	
6	C12H21N3O6S	[M + H]+	C12H22N3O6S+	Amino acids and Peptides	0.763	Aminosugars and aminoglycosides	0.131	Aminoglycosides	0.225	Organic acids and derivatives	0.907	Carboxylic acids and derivatives	0.657	Amino acids, peptides, and analogues	0.536	Amino acids and derivatives	0.532	Amino acids and derivatives	0.532	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	336.123	626	10.434	845630593090130387	845630496558221510	845630496558221509	251	
1	C22H42O4	[M + Na]+	C22H42NaO4+	Fatty acids	0.995	Fatty esters	0.502	Fatty alcohols	0.751	Lipids and lipid-like molecules	0.975	Fatty Acyls	0.976	Fatty alcohol esters	0.580			Fatty alcohol esters	0.580	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Fatty alcohol esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	393.297	631	10.523	845630586479906600	845630496629524686	845630496629524685	253	
6	C41H73N7O10S	[M + H]+	C41H74N7O10S+	Amino acids and Peptides	0.938	Oligopeptides	0.999	Linear peptides	0.691	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.963	Peptides	0.680	Dipeptides	0.539	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Thiazolecarboxylic acids and derivatives; Alpha amino acid amides; 2,4-disubstituted thiazoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	856.524	640	10.672	845630631665146558	845630496667273426	845630496667273425	254	
1	C32H51NO	[M + K]+	C32H51KNO+	Fatty acids	0.404	Pseudoalkaloids (transamidation)	0.484	Chalcones	0.362	Benzenoids	0.768	Benzene and substituted derivatives	0.757					Benzene and substituted derivatives	0.757	Organic compounds; Lipids and lipid-like molecules; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	504.360	641	10.690	845630592532287927	845630496709216470	845630496709216469	255	
1	C22H40O	[M + H3N + H]+	C22H44NO+	Fatty acids	0.996	Fatty acyls	0.924	Fatty alcohols	0.424	Lipids and lipid-like molecules	0.745	Fatty Acyls	0.734					Fatty Acyls	0.734	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	338.342	642	10.702	845630591206887708	845630496818268386	845630496818268385	258	
1	C45H74O12S	[M + H3N + H]+	C45H78NO12S+	Fatty acids	1.000	Glycerolipids	1.000	Glycosyldiacylglycerols	0.989	Lipids and lipid-like molecules	0.998	Glycerolipids	0.988	Glycosylglycerols	0.999	Glycosyldiradylglycerols	0.987	Sulfoquinovosyldiacylglycerols	0.837	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic sulfuric acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Organosulfonic acids; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Sulfoquinovosyldiacylglycerols; Polyols; Glycosyldiacylglycerols; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Glycosyldiradylglycerols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	856.524	643	10.714	845630594558136920	845630496856017126	845630496856017125	259	
4	C43H65N5O10S	[M + H3N + H]+	C43H69N6O10S+	Polyketides	0.760	Oligopeptides	1.000	Depsipeptides	0.926	Organic acids and derivatives	1.000	Peptidomimetics	0.659	Depsipeptides	0.792	Cyclic depsipeptides	0.828	Cyclic depsipeptides	0.828	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Thiazoles; Lactams; Thiazolines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Alpha amino acid esters; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Imidothioesters; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Thiazolecarboxylic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Imidothiolactones; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	861.480	643	10.723	845630624157342317	845630496889571562	845630496889571561	260	
5	C50H76N10O10	[M - H2O + H]+	C50H75N10O9+	Amino acids and Peptides	0.798	Oligopeptides	0.997	Lipopeptides	0.627	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.970	Peptides	0.576	Peptides	0.576	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	959.571	648	10.793	845630593392120367	845630496965069042	845630496960874737	262	
5	C47H80N6O13	[M + H3N + H]+	C47H84N7O13+	Fatty acids	0.979	Glycerolipids	0.535	Neutral glycosphingolipids	0.245	Lipids and lipid-like molecules	0.953	Fatty Acyls	0.910	Fatty acyl glycosides	0.841	Alkyl glycosides	0.635	Alkyl glycosides	0.635	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	954.616	648	10.793	845630639697238819	845630496927320302	845630496927320301	261	
1	C37H37N5O5S	[M + K]+	C37H37KN5O5S+	Alkaloids	0.577	Tryptophan alkaloids	0.263	Cyclamides	0.020	Benzenoids	0.933	Benzene and substituted derivatives	0.682					Benzene and substituted derivatives	0.682	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	702.214	651	10.850	845630623268149841	845630497065732350	845630497065732349	265	
3	C34H62O	[M + H3N + H]+	C34H66NO+	Terpenoids	0.943	Steroids	0.211	Prenyl quinone meroterpenoids	0.411	Lipids and lipid-like molecules	0.944	Prenol lipids	0.808					Prenol lipids	0.808	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	504.514	664	11.067	845630591353688354	845630497199950094	845630497199950093	269	
2	C30H40O2	[M + H]+	C30H41O2+	Terpenoids	0.985	Meroterpenoids	0.554	Totarane diterpenoids	0.616	Benzenoids	0.991	Naphthalenes	0.535					Naphthalenes	0.535	Organic compounds; Lipids and lipid-like molecules; Naphthalenes; Phenols; Prenol lipids; Organooxygen compounds; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	433.310	667	11.121	845630607132661834	845630497237698834	845630497237698833	270	
1	C43H79NO10	[M + Na]+	C43H79NNaO10+	Fatty acids	1.000	Spingolipids	0.967	Neutral glycosphingolipids	0.601	Lipids and lipid-like molecules	0.992	Sphingolipids	0.528					Sphingolipids	0.528	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Tricarboxylic acids and derivatives; Polyols; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	792.563	671	11.175	845630599985566957	845630497309002010	845630497309002009	272	
3	C34H62O	[M + H3N + H]+	C34H66NO+	Terpenoids	0.963	Meroterpenoids	0.210	Prenyl quinone meroterpenoids	0.673	Lipids and lipid-like molecules	0.937	Prenol lipids	0.812	Diterpenoids	0.603			Diterpenoids	0.603	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Diterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	504.514	675	11.258	845630590170894546	845630497384499490	845630497380305185	274	
1	C35H52O4	[M - H2O + H]+	C35H51O3+	Terpenoids	0.989	Triterpenoids	0.884	Abeolupane triterpenoids	0.132	Lipids and lipid-like molecules	0.982	Prenol lipids	0.856	Triterpenoids	0.612			Triterpenoids	0.612	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Steroid acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	519.384	677	11.284	845630591735370062	845630497418053926	845630497418053925	275	
3	C41H37N7O11	[M + H]+	C41H38N7O11+	Amino acids and Peptides	0.738	Oligopeptides	0.886	Linear peptides	0.416	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.950	Peptides	0.595	Peptides	0.595	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Anisoles; Benzoic acids and derivatives; Benzamides; Hippuric acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Cinnamic acids and derivatives; Salicylic acid and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Phenol ethers; Benzenoids; Salicylamides; Cinnamic acid amides; Vinylogous acids; Organic oxides; Methoxybenzenes; Heteroaromatic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	804.264	679	11.313	845630679396326274	845630497527105842	845630497522911537	278	
1	C35H52O4	[M - H2O + H]+	C35H51O3+	Terpenoids	0.979	Triterpenoids	0.685	Abeolupane triterpenoids	0.064	Lipids and lipid-like molecules	0.979	Prenol lipids	0.879	Triterpenoids	0.508			Triterpenoids	0.508	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	519.384	686	11.433	845630598836327536	845630497560660278	845630497560660277	279	
2	C30H42O2	[M + H]+	C30H43O2+	Terpenoids	0.972	Meroterpenoids	0.875	Prenyl quinone meroterpenoids	0.689	Benzenoids	0.995	Naphthalenes	0.612					Naphthalenes	0.612	Organic compounds; Lipids and lipid-like molecules; Naphthalenes; Phenols; Prenol lipids; Organooxygen compounds; Quinone and hydroquinone lipids; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	435.326	689	11.491	845630606834866174	845630497631963454	845630497631963453	281	
4	C26H34N2O	[M + H3N + H]+	C26H38N3O+	Alkaloids	0.924	Tryptophan alkaloids	0.677	Carbazole alkaloids	0.216	Benzenoids	0.970	Benzene and substituted derivatives	0.501					Benzene and substituted derivatives	0.501	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	408.302	691	11.519	845630610173532581	845630497669712194	845630497669712193	282	
2	C30H58O5S	[M + H]+	C30H59O5S+	Fatty acids	0.987	Fatty esters	0.874	Wax monoesters	0.252	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Dicarboxylic acids and derivatives	0.952			Dicarboxylic acids and derivatives	0.952	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Thioethers; Carboxylic acid esters; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	531.408	695	11.575	845630591894753671	845630497703266630	845630497703266629	283	
1	C32H62O5S	[M + H3N + H]+	C32H66NO5S+	Fatty acids	0.959	Fatty esters	0.877	Wax monoesters	0.373	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Dicarboxylic acids and derivatives	0.934			Dicarboxylic acids and derivatives	0.934	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Thioethers; Carboxylic acid esters; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	576.466	695	11.577	845630589709521011	845630497778764110	845630497778764109	285	
4	C27H31N3O9	[M + Na]+	C27H31N3NaO9+	Amino acids and Peptides	0.293	Oligopeptides	0.105	Polyamines	0.129	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.664	Amino acids and derivatives	0.656	N-acyl-alpha amino acids and derivatives	0.606	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Catechols; Anisoles; Benzoic acids and derivatives; Benzamides; Hippuric acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Cinnamic acids and derivatives; Salicylic acid and derivatives; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzenediols; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Salicylamides; Cinnamic acid amides; N-arylamides; Vinylogous acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	564.197	714	11.898	845630610412607968	845630497892010334	845630497892010333	289	
1	C14H42O7Si7	[M + H3N + H]+	C14H46NO7Si7+	Fatty acids	0.491	Monoterpenoids	0.150	Halogenated fatty acids	0.156	Organic salts	0.694	Organic metal salts	0.549	Organic metalloid salts	0.549			Organic metalloid salts	0.549	Organic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	536.166	714	11.898	845630595837399877	845630497896204642	845630497896204641	290	
