structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	1	0.046	0.067	-54.434	0.996	0.988	68.731	C12H26O6	[M + H3N + H]+	C12H30NO6+	DMDPGPKXQDIQQG	InChI=1S/C12H26O6/c1-13-3-5-15-7-9-17-11-12-18-10-8-16-6-4-14-2/h3-12H2,1-2H3	2,5,8,11,14,17-Hexaoxaoctadecane	COCCOCCOCCOCCOCCOC	-0.303	70931	PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00041929);CHEBI:(44934);PUBCHEM:(70931);DSSTox:(DTXSID80152319)	137455992866	284.207	119	1.991	845630595849982790	845630487456580970	845630487456580969	36	
1	1	0.098	0.098	-89.726	0.385	0.308	33.163	C9H14O4	[M + H3N + H]+	C9H18NO4+	GCGCKIUIBPEAQE	InChI=1S/C9H14O4/c10-8(11)5-6-3-1-2-4-7(6)9(12)13/h6-7H,1-5H2,(H,10,11)(H,12,13)	(1R,2R)-2-Carboxycyclohexaneacetic acid	C1CCC(C(C1)CC(=O)O)C(=O)O	1.300	22214633;20846190;156030906;557126;656884;13445075;13445076;11963964	CHEBI:(35078);KEGG:(C14112);PUBCHEM:(22214633 20846190 156030906 557126 656884 13445075 13445076 11963964);DSSTox:(DTXSID60349664);PUBMED:(null)	137438953826	204.123	120	2.004	845630578544282634	845630487502718318	845630487502718317	37	
1	1	0.119	0.119	-112.342	1.000	0.333	164.025	C9H15NO2	[M + H3N + H]+	C9H19N2O2+	CVEGBBSJQUAHNB	InChI=1S/C9H15NO2/c10-8-6-4-2-1-3-5(6)7(8)9(11)12/h5-8H,1-4,10H2,(H,11,12)	8-Aminobicyclo[4.2.0]octane-7-carboxylic acid	C1CCC2C(C1)C(C2N)C(=O)O	-0.800	101110281;145867367;165891026	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(101110281 145867367 165891026)	67108866	187.144	129	2.145	845630581425769914	845630487553049970	845630487553049969	38	
1	3	0.107	0.107	-97.594	0.210	0.282	7.262	C7H9N7	[M + H3N + H]+	C7H13N8+	MZGGKYQMFPBFBB	InChI=1S/C7H9N7/c8-5-3-4-10-14(5)7-2-1-6(11-9)12-13-7/h1-4H,8-9H2,(H,11,12)	3(2H)-Pyridazinone, 6-(5-amino-1H-pyrazol-1-yl)-, hydrazone	C1=CC(=NN=C1NN)N2C(=CC=N2)N	-0.600	3053988	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(3053988);DSSTox:(DTXSID50220892)	137506062338	209.126	129	2.145	845630599788434633	845630487603381622	845630487599187317	39	
1	1	0.013	0.013	-109.280	0.997	0.333	141.558	C8H12O3	[M + H3N + H]+	C8H16NO3+	LDFBJPNPWVPKAQ	InChI=1S/C8H12O3/c1-6(5-9)3-4-8(11)7(2)10/h3,5,8,11H,4H2,1-2H3	5-hydroxy-2-methyl-6-oxohept-2-enal	CC(=CCC(C(=O)C)O)C=O	-0.100	102584112;130143872;131230525;73775425	COCONUT:(CNP0293417);SUPERNATURAL:(SN0202335);PUBCHEM:(102584112 130143872 131230525 73775425)	3145730	174.113	136	2.272	845630579991317733	845630487708239230	845630487704044925	41	
1	2	0.156	0.156	-39.144	0.139	0.500	123.570	C8H10O2	[M + H]+	C8H11O2+	FDZCRHSDRBSPBW	InChI=1S/C8H10O2/c1-7(6-9)4-3-5-8(2)10/h3-6H,1-2H3	(2Z,4Z)-2-methyl-6-oxohepta-2,4-dienal	CC(=O)C=CC=C(C)C=O	0.700	96842984;53395415;14443953;10129991;45085514	METACYC:(CPD-18726);CHEBI:(1283);KEGG:(C11480);LotusExpanded;PUBCHEM:(96842984 53395415 14443953 10129991 45085514)	8589936930	139.075	136	2.272	845630589835350160	845630487649518970	845630487649518969	40	
1	1	0.187	0.187	-40.470	1.000	0.333	174.765	C8H10O2	[M + H3N + H]+	C8H14NO2+	FDZCRHSDRBSPBW	InChI=1S/C8H10O2/c1-7(6-9)4-3-5-8(2)10/h3-6H,1-2H3	(2Z,4Z)-2-methyl-6-oxohepta-2,4-dienal	CC(=O)C=CC=C(C)C=O	0.700	96842984;53395415;14443953;10129991;45085514	METACYC:(CPD-18726);CHEBI:(1283);KEGG:(C11480);LotusExpanded;PUBCHEM:(96842984 53395415 14443953 10129991 45085514)	8589936930	156.102	136	2.274	845630584181427840	845630487804708230	845630487804708229	43	
1	4	0.313	0.313	-101.246	0.070	0.014	23.684	C8H17NO2	[M + Na]+	C8H17NNaO2+	AYXYPKUFHZROOJ	InChI=1S/C8H17NO2/c1-6(2)3-7(5-9)4-8(10)11/h6-7H,3-5,9H2,1-2H3,(H,10,11)	3-(azaniumylmethyl)-5-methylhexanoate	CC(C)CC(CC(=O)O)CN	-1.600	163322441;5486971;4715169;40561619;119025505;56950282;25216779;25216780;25216908;25216909;25271887;60145937;129285680;153434963;45040264;59966734;125889;46782780;117065177;72609112;44313144	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0014375 HMDB0245784);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(4715169 5486971);SUPERNATURAL:(SN0019112);HSDB:(148553-50-8);MESH:(4715169 5486971);PUBCHEM:(163322441 5486971 4715169 40561619 119025505 56950282 25216779 25216780 25216908 25216909 25271887 60145937 129285680 153434963 45040264 59966734 125889 46782780 117065177 72609112 44313144);COCONUT:(CNP0034778);NORMAN:(NS00000537);CHEBI:(64356);DSSTox:(DTXSID1045950 DTXSID20861392 DTXSID90276292);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137563996782	182.115	140	2.335	845630595472495368	845630487896982926	845630487892788621	45	
1	1	0.030	0.030	-46.811	1.000	0.333	139.146	C8H14O2	[M + H3N + H]+	C8H18NO2+	IRKQRMGMZBBSFK	InChI=1S/C8H14O2/c1-9-6-7-10-8-4-2-3-5-8/h6-8H,2-5H2,1H3	[(Z)-2-methoxyethenoxy]cyclopentane	COC=COC1CCCC1	1.700	142862992	PUBCHEM:(142862992)	2	160.133	140	2.339	845630576208054906	845630487850845578	845630487850845577	44	
1	1	0.065	0.065	-154.916	0.886	0.877	8.484	C8H15NO2	[M + Na]+	C8H15NNaO2+	GYDJEQRTZSCIOI	InChI=1S/C8H15NO2/c9-5-6-1-3-7(4-2-6)8(10)11/h6-7H,1-5,9H2,(H,10,11)	4-(aminomethyl)cyclohexane-1-carboxylic acid	C1CC(CCC1CN)C(=O)O	-2.000	162641899;91971654;129285677;71752655;1549136;5526;444434;18611094	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0014447);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(5526);SUPERNATURAL:(SN0118466);MESH:(5526);PUBCHEM:(162641899 91971654 129285677 71752655 1549136 5526 444434 18611094);COCONUT:(CNP0204071);NORMAN:(NS00006665 NS00103953);CHEBI:(48669 94518);KEGG:(C12535);DSSTox:(DTXSID3045350 DTXSID50904827);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137563996526	180.100	141	2.347	845630576455518883	845630487985063318	845630487985063317	47	
1	1	0.066	0.066	-78.937	0.999	0.333	140.199	C8H12O2	[M + H3N + H]+	C8H16NO2+	NZEBVMIRSIBPJJ	InChI=1S/C8H12O2/c1-2-3-4-5-6-7-8(9)10/h2,6-7H,1,3-5H2,(H,9,10)	Octa-2,7-dienoic acid	C=CCCCC=CC(=O)O	2.200	154263382;15356128;54138148;10678324	CHEBI:(192127);LIPIDMAPS:(LMFA01030795);LotusExpanded;PUBCHEM:(154263382 15356128 54138148 10678324);DSSTox:(DTXSID50709278)	148176371746	158.118	141	2.350	845630576157723241	845630487943120274	845630487943120273	46	
1	2	0.027	0.027	-104.530	0.192	0.333	30.312	C10H22N2O2	[M + H]+	C10H23N2O2+	JPSYKTADPBXAAS	InChI=1S/C10H22N2O2/c1-12(5-3-6-13-2)8-10-9-14-7-4-11-10/h10-11H,3-9H2,1-2H3	3-methoxy-N-methyl-N-(morpholin-3-ylmethyl)propan-1-amine	CN(CCCOC)CC1COCCN1	-0.300	65546510	PUBCHEM:(65546510)	2	203.175	141	2.354	845630575696349784	845630488027006362	845630488027006361	48	
1	1	0.418	0.530	-61.007	0.440	0.333	90.453	C10H16O4	[M + H3N + H]+	C10H20NO4+	YQPCHPBGAALCRT	InChI=1S/C10H16O4/c11-8(12)6-10(7-9(13)14)4-2-1-3-5-10/h1-7H2,(H,11,12)(H,13,14)	1,1-Cyclohexanediacetic acid	C1CCC(CC1)(CC(=O)O)CC(=O)O	1.800	6931711;78061	NORMAN:(NS00007546);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(78061);PUBCHEM:(6931711 78061);DSSTox:(DTXSID90918347)	137510518786	218.139	151	2.523	845630577055304482	845630488073143710	845630488073143709	49	
1	2	0.108	0.108	-108.567	0.365	0.333	33.322	C10H16O3	[M + H3N + H]+	C10H20NO3+	PHDSHECSYICDQB	InChI=1S/C10H16O3/c1-2-3-4-5-6-7-9(11)8-10(12)13/h4-7,9,11H,2-3,8H2,1H3,(H,12,13)	(4E,6E)-3-hydroxydeca-4,6-dienoic acid	CCCC=CC=CC(CC(=O)O)O	1.600	91972205;91972206	CHEBI:(87777 87778);LotusExpanded;PUBCHEM:(91972205 91972206)	8589934626	202.144	155	2.582	845630576468101815	845630488115086754	845630488115086753	50	
1	1	0.073	0.073	-66.281	1.000	0.333	96.820	C8H14O3	[M + H3N + H]+	C8H18NO3+	RSTSGGCESFANTF	InChI=1S/C8H14O3/c9-6-2-1-4-8(11)5-3-7-10/h8-11H,3-7H2	(4S)-oct-6-yne-1,4,8-triol	C(CC(CC#CCO)O)CO	-0.500	122546493	PUBCHEM:(122546493)	2	176.128	162	2.694	845630576342272658	845630488161224102	845630488157029797	51	
1	1	0.080	0.080	-60.425	1.000	0.333	193.009	C8H12O	[M + H3N + H]+	C8H16NO+	KNECBQPKWOLHOS	InChI=1S/C8H12O/c1-2-3-4-5-6-7-8-9/h2,6-8H,1,3-5H2	Octa-2,7-dienal	C=CCCCC=CC=O	2.100	54003356;138987041;11535556	LIPIDMAPS:(LMFA06000128);LotusExpanded;PUBCHEM:(54003356 138987041 11535556);DSSTox:(DTXSID00708296);PUBMED:(null)	148176371778	142.123	169	2.815	845630576027699810	845630488404493754	845630488404493753	56	
1	1	0.092	0.092	-252.830	0.999	0.333	76.277	C11H21NO3	[M + H3N + H]+	C11H25N2O3+	ILSJPTXNHKTIDD	InChI=1S/C11H21NO3/c1-3-14-10(13)9(12)11(15-4-2)7-5-6-8-11/h9H,3-8,12H2,1-2H3	Ethyl 2-amino-2-(1-ethoxycyclopentyl)acetate	CCOC(=O)C(C1(CCCC1)OCC)N	0.900	95975796;95975797;71756120	SUPERNATURAL:(SN0148957);PUBCHEM:(95975796 95975797 71756120)	1048578	233.186	169	2.815	845630576212249216	845630488450631102	845630488446436797	57	
1	1	0.092	0.092	-116.291	1.000	0.333	165.439	C9H14O3	[M + H3N + H]+	C9H18NO3+	OCLVFADSCVQCER	InChI=1S/C9H14O3/c1-7(10)3-5-9(12)6-4-8(2)11/h3-6H2,1-2H3	2,5,8-Nonanetrione	CC(=O)CCC(=O)CCC(=O)C	0.248	300426	PUBCHEM:(300426);DSSTox:(DTXSID70306268);LOTUS:(Q82053271);PUBMED:(null)	137707388994	188.128	169	2.815	845630577093053235	845630488207361450	845630488203167145	52	
1	3	0.048	0.048	-243.189	0.146	0.182	6.821	C9H17NO3	[M + Na]+	C9H17NNaO3+	DACCNNJQBLQJBR	InChI=1S/C9H17NO3/c1-2-8-13-9(12)10-6-4-3-5-7-11/h2,11H,1,3-8H2,(H,10,12)	5-(Allyloxycarbonylamino)-1-pentanol	C=CCOC(=O)NCCCCCO	1.000	4437989	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(4437989);DSSTox:(DTXSID20403296)	137506062338	210.110	169	2.815	845630577827056526	845630488253498798	845630488253498797	53	
1	1	0.083	0.083	-45.797	0.997	0.333	83.995	C8H10	[M + H3N + H]+	C8H14N+	VXQUABLSXKFKLO	InChI=1S/C8H10/c1-3-5-7-8-6-4-2/h3-8H,1-2H2	Octa-1,3,5,7-tetraene	C=CC=CC=CC=C	3.100	6914044;15909423;5463164;12576133;137023;143526443	MESH:(5463164 12576133);PUBCHEM:(6914044 15909423 5463164 12576133 137023 143526443);DSSTox:(DTXSID301046565);PUBMED:(null)	137438953542	124.112	169	2.815	845630581719371234	845630488345773494	845630488345773493	55	
1	1	0.057	0.057	-72.624	1.000	0.333	224.388	C9H12O2	[M + H3N + H]+	C9H16NO2+	WRSDNAVKGBRQKT	InChI=1S/C9H12O2/c1-9(8-11)6-4-2-3-5-7-10/h3,5,7-8H,1-2,4,6H2	(2E)-7-Methylene-2-octene-1,8-dial	C=C(CCCC=CC=O)C=O	1.300	101847778	TeroMol:(TKC071118);PUBCHEM:(101847778)	8388610	170.118	169	2.815	845630591605346623	845630488299636146	845630488299636145	54	
1	1	0.052	0.052	-126.045	0.965	0.333	84.496	C12H18O4	[M + H3N + H]+	C12H22NO4+	SCFJYQRJWMNDSZ	InChI=1S/C12H18O4/c1-2-3-4-5-6-7-10(8-11(13)14)9-12(15)16/h4-7,10H,2-3,8-9H2,1H3,(H,13,14)(H,15,16)	3-(hepta-1,3-dien-1-yl)pentanedioic acid	CCCC=CC=CC(CC(=O)O)CC(=O)O	2.000	125416500;156603027	COCONUT:(CNP0086914);SUPERNATURAL:(SN0341553);PUBCHEM:(125416500 156603027)	3145730	244.154	177	2.951	845630578363927535	845630488492574146	845630488488379841	58	
1	1	0.043	0.043	-201.814	0.991	0.333	26.696	C11H21NO2	[M + H3N + H]+	C11H25N2O2+	IBSKPQSPTSJCFL	InChI=1S/C11H21NO2/c1-11(2,3)14-10(13)9(7-12)8-5-4-6-8/h8-9H,4-7,12H2,1-3H3	Tert-butyl 3-amino-2-cyclobutylpropanoate	CC(C)(C)OC(=O)C(CN)C1CCC1	1.800	134690680;125424334;125424335	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(134690680 125424334 125424335)	67108866	217.191	180	2.997	845630575692155478	845630488530322886	845630488530322885	59	
1	1	0.021	0.021	-83.193	1.000	0.333	159.372	C9H14O2	[M + H3N + H]+	C9H18NO2+	CEADFUVWXALSFV	InChI=1S/C9H14O2/c1-8(2)6-4-3-5-7-9(10)11/h5-7H,3-4H2,1-2H3,(H,10,11)	(2E)-7-Methylocta-2,6-dienoic acid	CC(=CCCC=CC(=O)O)C	2.500	12306901;71410092	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(12306901 71410092);DSSTox:(DTXSID90829787)	137506062338	172.133	180	3.004	845630604158899927	845630488576460234	845630488576460233	60	
1	1	0.145	0.145	-98.962	0.397	0.333	68.778	C11H16O4	[M + H3N + H]+	C11H20NO4+	XXJJXRVXYCYMBK	InChI=1S/C11H16O4/c1-3-4-5-6-7-9(11(14)15)8(2)10(12)13/h3,7-8H,1,4-6H2,2H3,(H,12,13)(H,14,15)	XXJJXRVXYCYMBK	CC(C(=CCCCC=C)C(=O)O)C(=O)O	2.200	155908445;137628584	COCONUT:(CNP0475163);SUPERNATURAL:(SN0442625);LotusExpanded;PUBCHEM:(155908445 137628584)	8593080322	230.139	187	3.122	845630602334377461	845630488614208974	845630488614208973	61	
1	3	0.008	0.008	-205.304	0.043	0.313	33.847	C12H19N2O4	[M + H3N + H]+	C12H23N3O4+	WQBUYTFFEIXUBI	InChI=1S/C12H19N2O4/c1-7(15)13-9-8(10(16)18-6)11(2,3)14(17)12(9,4)5/h1-6H3,(H,13,15)		CC(=O)NC1=C(C(N(C1(C)C)[O])(C)C)C(=O)OC	0.200	134848816	PUBCHEM:(134848816)	2	273.167	199	3.313	845630605668849506	845630488660346322	845630488660346321	62	
1	1	0.028	0.028	-64.712	0.972	0.333	129.027	C12H16O4	[M + H3N + H]+	C12H20NO4+	YYJHELOCDOFPHV	InChI=1S/C12H16O4/c1-9(11(13)14)7-5-3-4-6-8-10(2)12(15)16/h3,5,7-8H,4,6H2,1-2H3,(H,13,14)(H,15,16)	(2E,4E,8E)-2,9-dimethyldeca-2,4,8-trienedioic acid	CC(=CCCC=CC=C(C)C(=O)O)C(=O)O	2.200	88664611;54533764	PUBCHEM:(88664611 54533764)	2	242.139	200	3.334	845630608449673481	845630488719066582	845630488714872277	63	
1	1	0.058	0.058	-86.086	1.000	0.333	231.777	C10H14O2	[M + H3N + H]+	C10H18NO2+	QASQAIWFMQIWEC	InChI=1S/C10H14O2/c1-10(9-12)7-5-3-2-4-6-8-11/h4,6,8-9H,1-3,5,7H2	(2E)-8-Methylene-2-nonene-1,9-dial	C=C(CCCCC=CC=O)C=O	1.900	101847779	TeroMol:(TKC071117);PUBCHEM:(101847779)	8388610	184.133	201	3.352	845630597385098252	845630488769398234	845630488769398233	64	
1	1	0.042	0.042	-88.749	0.999	0.333	78.349	C10H16O3	[M + H3N + H]+	C10H20NO3+	SMFMBDDFGPDMMD	InChI=1S/C10H16O3/c1-8(6-7-11)4-3-5-9(2)10(12)13/h5-6,11H,3-4,7H2,1-2H3,(H,12,13)	8-hydroxy-2,6-dimethylocta-2,6-dienoic acid	CC(=CCO)CCC=C(C)C(=O)O	1.600	12681385;12681386;129360540;129388502;54313026	COCONUT:(CNP0207274);TeroMol:(TKC019267);SUPERNATURAL:(SN0349373);PUBCHEM:(12681385 12681386 129360540 129388502 54313026);LOTUS:(Q115947424);KNAPSACK:(SMFMBDDFGPDMMD-UHFFFAOYSA-N)	279969810	202.144	201	3.356	845630586526044001	845630488815535582	845630488811341277	65	
1	1	0.217	0.217	-172.471	1.000	1.000	51.431	C10H19NO3	[M + Na]+	C10H19NNaO3+	AKRFQXNNUYLRBO	InChI=1S/C10H19NO3/c1-7(2)9(11-14)5-4-8(3)6-10(12)13/h7-8,14H,4-6H2,1-3H3,(H,12,13)		CC(C)C(=NO)CCC(C)CC(=O)O	1.800	7159171;7159172;7159176;7159177;7324794;7324795;7324796;7324797;6181027;2750481	COCONUT:(CNP0437607);SUPERNATURAL:(SN0008147);PUBCHEM:(7159171 7159172 7159176 7159177 7324794 7324795 7324796 7324797 6181027 2750481)	3145730	224.126	201	3.356	845630607942162595	845630488865867234	845630488865867233	66	
1	1	0.020	0.033	-259.672	1.000	1.000	122.919	C12H17ClO3	[M + K]+	C12H17ClKO3+	WBEXQMNCOCWOMJ	InChI=1S/C12H17ClO3/c1-2-4-9-5-3-6-11(13)12(9)16-8-10(15)7-14/h3,5-6,10,14-15H,2,4,7-8H2,1H3	3-(2-Chloro-6-propylphenoxy)-1,2-propanediol	CCCC1=C(C(=CC=C1)Cl)OCC(CO)O	2.600	113938	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(113938);DSSTox:(DTXSID30980467)	137506062338	283.050	213	3.557	845630596034532192	845630488928781798	845630488928781797	67	
1	1	0.029	0.029	-100.883	0.999	0.333	105.629	C11H14O2	[M + H3N + H]+	C11H18NO2+	MBAOABFNWSOOLU	InChI=1S/C11H14O2/c1-12-11(13-2)9-8-10-6-4-3-5-7-10/h3-9,11H,1-2H3	(3,3-dimethoxyprop-1-en-1-yl)benzene	COC(C=CC1=CC=CC=C1)OC	2.200	5463228;20378	COCONUT:(CNP0250710);NORMAN:(NS00012091 NS00081756);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0220789);PUBCHEM:(5463228 20378);DSSTox:(DTXSID1063433)	137509470210	196.133	221	3.677	845630587599785916	845630489012667886	845630489008473581	69	
