formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
6	C14H27N7O2	[M + Cl]-	C14H27ClN7O2-	Alkaloids	0.675	Nucleosides	0.080	Purine alkaloids	0.097	Organic acids and derivatives	0.866	Carboxylic acids and derivatives	0.832	Amino acids, peptides, and analogues	0.733	Amino acids and derivatives	0.727	Amino acids and derivatives	0.727	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	360.194	43	0.725	849250674613537255	849250571169415923	849250571165221618	81	
1	C24H36BNO4	[M - H2O - H]-	C24H33BNO3-	Terpenoids	0.267	Spingolipids	0.011	Pinane monoterpenoids	0.008	Benzenoids	0.999	Benzene and substituted derivatives	0.993					Benzene and substituted derivatives	0.993	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; Boronic acid esters; Organometalloid compounds; Benzene and substituted derivatives; Benzenoids; Organoboron compounds; Aromatic alcohols; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	393.260	43	0.725	849250683140558134	849250571295245055	849250571291050750	84	
1	C18H35NO6	[M + Cl]-	C18H35ClNO6-	Fatty acids	0.885	Spingolipids	0.737	Sphingoid bases	0.674	Lipids and lipid-like molecules	0.573							Lipids and lipid-like molecules	0.573	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Polyols; Amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	396.215	43	0.725	849250688505073482	849250571332993795	849250571332993794	85	
1	C18H33NO5	[M - H2O - H]-	C18H30NO4-	Fatty acids	0.997	Spingolipids	0.843	Sphingoid bases	0.765	Lipids and lipid-like molecules	0.695	Fatty Acyls	0.788	Fatty acids and conjugates	0.585	Long-chain fatty acids	0.593	Long-chain fatty acids	0.593	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	324.218	44	0.734	849250675540478498	849250571538514711	849250571534320406	90	
1	C20H41NO7	[M - H2O - H]-	C20H38NO6-	Fatty acids	0.859	Spingolipids	0.440	Sphingoid bases	0.602	Lipids and lipid-like molecules	0.740							Lipids and lipid-like molecules	0.740	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Cyclic alcohols and derivatives; Secondary alcohols; 1,2-aminoalcohols; Polyols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	388.270	44	0.738	849250737880423296	849250571618206495	849250571614012190	92	
1	C18H31NO5	[M - H2O - H]-	C18H28NO4-	Fatty acids	0.982	Ornithine alkaloids	0.135	Piperidine alkaloids	0.080	Lipids and lipid-like molecules	0.894	Fatty Acyls	0.949	Fatty acids and conjugates	0.941	Medium-chain fatty acids	0.512	Medium-chain fatty acids	0.512	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	322.202	44	0.738	849250728208357451	849250571005838055	849250571005838054	78	
1	C18H35NO4	[M + Cl]-	C18H35ClNO4-	Fatty acids	0.999	Spingolipids	1.000	Sphingoid bases	0.999	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.826	Alkanolamines	0.790	1,2-aminoalcohols	0.566	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,2-aminoalcohols; Polyols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	364.226	46	0.768	849250681425087598	849250571744035627	849250571739841322	95	
1	C18H35ClN2O6	[M - H2O - H]-	C18H32ClN2O5-	Fatty acids	0.998	Spingolipids	0.849	Sphingoid bases	0.308	Lipids and lipid-like molecules	0.775	Fatty Acyls	0.891					Fatty Acyls	0.891	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Fatty Acyls; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	391.200	46	0.771	849250715969377745	849250571815338803	849250571815338802	97	
1	C18H32F3N5O	[M - H]-	C18H31F3N5O-	Alkaloids	0.823	Histidine alkaloids	0.171	Imidazole alkaloids	0.169	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.946	Aralkylamines	0.652	Aralkylamines	0.652	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Alkyl fluorides; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Alkyl halides; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	390.249	49	0.813	849250733870668344	849250571932779327	849250571932779326	100	
1	C17H36NO5P	[M - H2O - H]-	C17H33NO4P-	Fatty acids	0.999	Glycerophospholipids	0.998	Glycerophosphoethanolamines	0.992	Lipids and lipid-like molecules	0.950	Glycerophospholipids	0.984	Glycerophosphoethanolamines	0.992	Lysophosphatidylethanolamines	0.801	Lysophosphatidylethanolamines	0.801	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	346.215	49	0.823	849250732813703600	849250572213797723	849250572213797722	107	
1	C25H32NO	[M - H2O - H]-	C25H29N-	Fatty acids	0.988	Fatty amides	0.955	Primary amides	0.444	Lipids and lipid-like molecules	0.919	Fatty Acyls	0.580	Fatty amides	0.773			Fatty amides	0.773	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	343.232	50	0.829	849250717659682364	849250572771640211	849250572771640210	121	
3	C15H19NOS2	[M + Br]-	C15H19BrNOS2-	Fatty acids	0.185	Fatty acyls	0.013	Chalcones	0.004	Organic acids and derivatives	0.188	Dithiocarbamic acids and derivatives	0.711	Dithiocarbamic acid esters	0.711			Dithiocarbamic acid esters	0.711	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Dithiocarbamic acids and derivatives; Dithiocarbamic acid esters; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	372.010	50	0.833	849250749674806499	849250572696142731	849250572696142730	119	
1	C19H36N2O8	[M - H2O - H]-	C19H33N2O7-	Fatty acids	0.911	Fatty Acids and Conjugates	0.079	Nitro fatty acids	0.205	Organic acids and derivatives	0.988	Carboxylic acids and derivatives	0.992	Amino acids, peptides, and analogues	0.728	Amino acids and derivatives	0.726	Alpha amino acids	0.766	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Nitro fatty acids; Amino fatty acids; Carboxylic acid derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Fatty Acyls; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	401.229	50	0.835	849250732847258052	849250572251546463	849250572251546462	108	
6	C19H35NO6	[M - H]-	C19H34NO6-	Fatty acids	0.972	Spingolipids	0.616	Sphingoid bases	0.707	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.850	Amino acids and derivatives	0.845	Alpha amino acids and derivatives	0.765	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	372.239	52	0.859	849250679294380969	849250572813583255	849250572813583254	122	
1	C18H30N8O	[M - H]-	C18H29N8O-	Alkaloids	0.813	Histidine alkaloids	0.105	Imidazole alkaloids	0.104	Organoheterocyclic compounds	0.998	Diazines	0.563	Pyrimidines and pyrimidine derivatives	0.534			Pyrimidines and pyrimidine derivatives	0.534	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Tetrazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	373.243	52	0.868	849250680506534968	849250572893275039	849250572893275038	124	
1	C28H52N2O8	[M - H]-	C28H51N2O8-	Fatty acids	0.937	Spingolipids	0.575	Sphingoid bases	0.351	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.644	Amino acids and derivatives	0.642	Amino acids and derivatives	0.642	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	543.365	52	0.871	849250711502443734	849250572989744039	849250572989744038	126	
1	C21H31NO2	[M + Cl]-	C21H31ClNO2-	Alkaloids	0.914	Pseudoalkaloids (transamidation)	0.329	Piperidine alkaloids	0.115	Benzenoids	0.781	Benzene and substituted derivatives	0.797					Benzene and substituted derivatives	0.797	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	364.207	52	0.872	849250684646313501	849250572935218083	849250572931023778	125	
4	C24H35NO3	[M - H2O - H]-	C24H32NO2-	Alkaloids	0.930	Pseudoalkaloids (transamidation)	0.981	Cytochalasan alkaloids	0.277	Lipids and lipid-like molecules	0.666	Fatty Acyls	0.576	Fatty amides	0.545	N-acyl amines	0.639	N-acyl amines	0.639	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	366.241	59	0.981	849250726551607261	849250573312705479	849250573312705478	134	
1	C20H42O4S	[M - H]-	C20H41O4S-	Fatty acids	0.943	Fatty acyls	0.112	Sphingoid bases	0.076	Organic oxygen compounds	1.000	Organooxygen compounds	0.981	Alcohols and polyols	0.720	Secondary alcohols	0.566	Secondary alcohols	0.566	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Secondary alcohols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	377.274	60	1.001	849250735011519116	849250573274956739	849250573274956738	133	
1	C26H30N4O5	[M - H2O - H]-	C26H27N4O4-	Alkaloids	0.685	Histidine alkaloids	0.096	Imidazole alkaloids	0.095	Benzenoids	0.983	Benzene and substituted derivatives	0.835					Benzene and substituted derivatives	0.835	Organic compounds; Organoheterocyclic compounds; Tetrazoles; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	459.202	61	1.019	849250687724932840	849250573472089047	849250573472089046	138	
1	C18H33NO4	[M - H2O - H]-	C18H30NO3-	Fatty acids	0.997	Fatty Acids and Conjugates	0.411	Nitro fatty acids	0.219	Lipids and lipid-like molecules	0.970	Fatty Acyls	0.970	Fatty acids and conjugates	0.961	Long-chain fatty acids	0.889	Long-chain fatty acids	0.889	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	308.223	62	1.028	849250687343251117	849250573635666919	849250573631472614	142	
2	C18H32N2O6	[M - H]-	C18H31N2O6-	Amino acids and Peptides	0.327	Ornithine alkaloids	0.404	Pyrrolizidine alkaloids	0.067	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.988	Amino acids, peptides, and analogues	0.621	Amino acids and derivatives	0.609	Amino acids and derivatives	0.609	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	371.218	62	1.029	849250681521556637	849250573681804267	849250573681804266	143	
