#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
1009	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.972869	0	0	33576000.0	12500400.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf1009	-1	BERKELEY-LAB.mgf	1296.36				7	0	0.948425	732.554	0	CCMSLIB00010103189
10	spectra_filtered.mgf	*..*		:96462	196901	-1	0	258.11	1	0.97181	0	0	151.739	414426.0	GLYCERO-3-PHOSPHOCHOLINE [M]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf10	-1	MSNLIB-POSITIVE.mgf	1.30058				6	0	0.000335693	258.11	0	CCMSLIB00013022844
898	spectra_filtered.mgf	*..*		:2488	931	-1	0	706.537	1	0.970264	0	0	7437560.0	7247160.0	Spectral Match to 1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf898	-1	GNPS-NIST14-MATCHES.mgf	1339.07				11	0	0.946106	705.591	0	CCMSLIB00003135417
990	spectra_filtered.mgf	*..*		:2493	1621	-1	0	734.568	1	0.96695	0	0	50631400.0	9893580.0	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf990	-1	GNPS-NIST14-MATCHES.mgf	2668.1				8	0	1.9599	732.608	0	CCMSLIB00003136108
30	spectra_filtered.mgf	*..*		:37627	49626	-1	0	123.055	0	0.96532	0	0	987245.0	278456.0	Massbank:LU025102 Niacinamide|Nicotinamide|pyridine-3-carboxamide M+H	MASSBANK	temp/spectra_filtered.mgf30	-1	MASSBANK.mgf	4.71199				6	0	0.000579834	123.056	0	CCMSLIB00005763178
1224	spectra_filtered.mgf	*..*		:2626	5749	-1	0	784.584	1	0.962709	0	0	25358800.0	2139180.0	Spectral Match to Arachidonoylthio-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1224	-1	GNPS-NIST14-MATCHES.mgf	1363.71				7	0	1.06995	785.654	0	CCMSLIB00003140236
1043	spectra_filtered.mgf	*..*		:1742	5663	-1	0	758.567	1	0.962314	0	0	1093110.0	10342000.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1043	-1	GNPS-NIST14-MATCHES.mgf	4.3449				6	0	0.0032959	758.57	0	CCMSLIB00003140150
1344	spectra_filtered.mgf	*..*		:8144	2056	-1	0	786.599	1	0.961502	0	0	3596160.0	8037080.0	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1344	-1	GNPS-NIST14-MATCHES.mgf	1360.76				6	0	1.07037	787.669	0	CCMSLIB00003136543
1109	spectra_filtered.mgf	*..*		:2626	5749	-1	0	784.584	1	0.959586	0	0	25358800.0	8529710.0	Spectral Match to Arachidonoylthio-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1109	-1	GNPS-NIST14-MATCHES.mgf	1.0891				7	0	0.000854492	784.585	0	CCMSLIB00003140236
1255	spectra_filtered.mgf	*..*		:8438	1178	-1	0	813.683	1	0.957905	0	0	690238.0	3432240.0	Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1255	-1	GNPS-NIST14-MATCHES.mgf	1243.16				6	0	1.01154	812.671	0	CCMSLIB00003135664
1084	spectra_filtered.mgf	*..*		:2572	3351	-1	0	746.574	1	0.955891	0	0	2883830.0	5596440.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1084	-1	GNPS-NIST14-MATCHES.mgf	5.55925				7	0	0.00415039	746.57	0	CCMSLIB00003137838
1211	spectra_filtered.mgf	*..*		:2431	285	-1	0	746.588	1	0.954524	0	0	1918220.0	3703530.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1211	-1	GNPS-NIST14-MATCHES.mgf	2675.99				7	0	1.99786	748.586	0	CCMSLIB00003134771
1217	spectra_filtered.mgf	*..*		:8144	2056	-1	0	786.599	1	0.954029	0	0	3596160.0	19511500.0	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1217	-1	GNPS-NIST14-MATCHES.mgf	3.25894				6	0	0.00256348	786.602	0	CCMSLIB00003136543
948	spectra_filtered.mgf	*..*		:3265	4650	-1	0	706.538	1	0.95359	0	0	922457.0	16592700.0	Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf948	-1	GNPS-NIST14-MATCHES.mgf	0.950249				7	0	0.000671387	706.539	0	CCMSLIB00003139137
536	spectra_filtered.mgf	*..*		:1896	1896	-1	0	314.269	1	0.953176	0	0	70982300.0	660655.0	Candidate Alanine/Sarcosine-C15:0 (delta mass:224.2139) M+H	GNPS-N-ACYL-LIPIDS-MASSQL	temp/spectra_filtered.mgf536	-1	GNPS-N-ACYL-LIPIDS-MASSQL.mgf	0.582639				8	0	0.000183105	314.269	0	CCMSLIB00016340301
1187	spectra_filtered.mgf	*..*		:2524	4308	-1	0	758.569	1	0.952039	0	0	8794860.0	1482020.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1187	-1	GNPS-NIST14-MATCHES.mgf	1410.72				6	0	1.07013	759.639	0	CCMSLIB00003138795
1343	spectra_filtered.mgf	*..*		:2380	110	-1	0	788.612	1	0.95165	0	0	577352.0	2799280.0	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1343	-1	GNPS-NIST14-MATCHES.mgf	1348.16				7	0	1.06317	789.675	0	CCMSLIB00003134596
1254	spectra_filtered.mgf	*..*		:2461	3720	-1	0	810.6	1	0.951191	0	0	16863600.0	2928620.0	Spectral Match to 1-Octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1254	-1	GNPS-NIST14-MATCHES.mgf	1318.51				6	0	1.06879	811.669	0	CCMSLIB00003138207
1326	spectra_filtered.mgf	*..*		:2380	110	-1	0	788.612	1	0.949535	0	0	577352.0	1854800.0	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1326	-1	GNPS-NIST14-MATCHES.mgf	1278.34				7	0	1.00812	789.62	0	CCMSLIB00003134596
1269	spectra_filtered.mgf	*..*		:2572	3351	-1	0	746.574	1	0.948894	0	0	2883830.0	1369180.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1269	-1	GNPS-NIST14-MATCHES.mgf	43.493				6	0	0.0324707	746.606	0	CCMSLIB00003137838
383	spectra_filtered.mgf	*..*		:2329	2866	-1	0	267.172	1	0.947446	0	0	5075310.0	210500.0	Spectral Match to Tributyl phosphate from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf383	-1	GNPS-NIST14-MATCHES.mgf	0.571122				6	0	0.000152588	267.172	0	CCMSLIB00003137353
1037	spectra_filtered.mgf	*..*		:2463	2742	-1	0	782.571	1	0.946667	0	0	550572.0	72599500.0	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1037	-1	GNPS-NIST14-MATCHES.mgf	1.01391				7	0	0.000793457	782.57	0	CCMSLIB00003137229
956	spectra_filtered.mgf	*..*		:3265	4650	-1	0	706.538	1	0.945557	0	0	922457.0	1064420.0	Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf956	-1	GNPS-NIST14-MATCHES.mgf	1340.2				7	0	0.946899	705.591	0	CCMSLIB00003139137
1477	spectra_filtered.mgf	*..*		:1417	4614	-1	0	815.703	1	0.942859	0	0	287760.0	6419800.0	Spectral Match to N-Tetracosanoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1477	-1	GNPS-NIST14-MATCHES.mgf	2.91818				6	0	0.00238037	815.701	0	CCMSLIB00003139101
1209	spectra_filtered.mgf	*..*		:2748	842	-1	0	810.599	1	0.940769	0	0	226566.0	81727200.0	Spectral Match to 1-Octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1209	-1	GNPS-NIST14-MATCHES.mgf	2.93656				6	0	0.00238037	810.601	0	CCMSLIB00003135328
1135	spectra_filtered.mgf	*..*		:2493	1621	-1	0	734.568	1	0.940112	0	0	50631400.0	85581400.0	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1135	-1	GNPS-NIST14-MATCHES.mgf	3.07433				6	0	0.0022583	734.57	0	CCMSLIB00003136108
1183	spectra_filtered.mgf	*..*		:1858	3903	-1	0	760.586	1	0.938153	0	0	15161200.0	52190500.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1183	-1	GNPS-NIST14-MATCHES.mgf	0.481485				7	0	0.000366211	760.586	0	CCMSLIB00003138390
637	spectra_filtered.mgf	*..*		:4719	5011	-1	0	284.3	1	0.936417	0	0	6162870.0	4989160.0	Spectral Match to Octadecanamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf637	-1	GNPS-NIST14-MATCHES.mgf	18.785				7	0	0.00534058	284.295	0	CCMSLIB00003139498
945	spectra_filtered.mgf	*..*		:502	3013	-1	0	369.352	1	0.934279	0	0	214291.0	1762650.0	Spectral Match to Cholesterol from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf945	-1	GNPS-NIST14-MATCHES.mgf	0.826247				16	0	0.000305176	369.352	0	CCMSLIB00003137500
1141	spectra_filtered.mgf	*..*		:2501	85	-1	0	772.586	1	0.928792	0	0	12134500.0	2048890.0	Spectral Match to 1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1141	-1	GNPS-NIST14-MATCHES.mgf	1.10602				6	0	0.000854492	772.585	0	CCMSLIB00003134571
1053	spectra_filtered.mgf	*..*		:2244	4485	-1	0	792.551	1	0.92855	0	0	483822.0	935125.0	Spectral Match to Docosahexaenoyl PAF C-16 from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1053	-1	GNPS-NIST14-MATCHES.mgf	48.2089				6	0	0.038208	792.589	0	CCMSLIB00003138972
1003	spectra_filtered.mgf	*..*		:1461	4494	-1	0	626.217	1	0.928067	0	0	11103900.0	635527.0	Contaminant vial septum ThermoFisher C5000-44B M+NH4	GNPS-LIBRARY	temp/spectra_filtered.mgf1003	-1	GNPS-LIBRARY.mgf	3158.89				17	0	1.97815	628.195	0	CCMSLIB00005435819
1427	spectra_filtered.mgf	*..*		:1427	4499	-1	0	776.234	1	0.927217	0	0	63569300.0	1335620.0	Contaminant vial septum ThermoFisher C5000-44B M+NH4	GNPS-LIBRARY	temp/spectra_filtered.mgf1427	-1	GNPS-LIBRARY.mgf	1.49397				20	0	0.00115967	776.233	0	CCMSLIB00005435824
1262	spectra_filtered.mgf	*..*		:2501	85	-1	0	772.586	1	0.92694	0	0	12134500.0	2175690.0	Spectral Match to 1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1262	-1	GNPS-NIST14-MATCHES.mgf	2530.8				7	0	1.95526	774.541	0	CCMSLIB00003134571
963	spectra_filtered.mgf	*..*		:1544	5126	-1	0	720.444	1	0.923568	0	0	56650.0	2175120.0	Spectral Match to KDdiA-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf963	-1	GNPS-NIST14-MATCHES.mgf	1162.6				6	0	0.837585	719.606	0	CCMSLIB00003139613
853	spectra_filtered.mgf	*..*		:3265	4650	-1	0	706.538	1	0.923343	0	0	922457.0	418611.0	Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf853	-1	GNPS-NIST14-MATCHES.mgf	2773.78				6	0	1.95978	704.578	0	CCMSLIB00003139137
1342	spectra_filtered.mgf	*..*		:2380	110	-1	0	788.612	1	0.92031	0	0	577352.0	9861830.0	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1342	-1	GNPS-NIST14-MATCHES.mgf	75.9252				6	0	0.0598755	788.672	0	CCMSLIB00003134596
769	spectra_filtered.mgf	*..*		:1217	752	-1	0	674.478	1	0.916955	0	0	2473040.0	885772.0	Spectral Match to 1,2-Di-(9Z-tetradecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf769	-1	GNPS-NIST14-MATCHES.mgf	1580.18				6	0	1.0658	675.544	0	CCMSLIB00003135238
1362	spectra_filtered.mgf	*..*		:23855	23855	-1	0	813.685	1	0.915474	0	0	8430110.0	16408100.0	SM(d18:1/24:1); [M+H]+ C47H94N2O6P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1362	-1	PNNL-LIPIDS-POSITIVE.mgf	0.0750108				8	0	6.10352e-05	813.685	0	CCMSLIB00010095259
1103	spectra_filtered.mgf	*..*		:2071	65	-1	0	746.569	1	0.915016	0	0	7108360.0	3352490.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1103	-1	GNPS-NIST14-MATCHES.mgf	77.83				8	0	0.0581055	746.511	0	CCMSLIB00003134551
1205	spectra_filtered.mgf	*..*		:2562	574	-1	0	810.599	1	0.913361	0	0	2724190.0	2652000.0	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 M+Na	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1205	-1	GNPS-NIST14-MATCHES.mgf	1240.13				6	0	1.00525	811.604	0	CCMSLIB00003135060
822	spectra_filtered.mgf	*..*		:3959	2594	-1	0	352.357	1	0.91309	0	0	3324750.0	471623.0	amylamine-C18:1 M+H	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf822	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	0.952708				13	0	0.000335693	352.357	0	CCMSLIB00011436086
1	spectra_filtered.mgf	*..*		:99020	199459	-1	0	281.117	1	0.912235	0	0	105.165	366379.0	ipriflavone [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1	-1	MSNLIB-POSITIVE.mgf	6946.97				6	0	1.95291	283.07	0	CCMSLIB00013034157
81	spectra_filtered.mgf	*..*		:2109	3963	-1	0	135.117	1	0.911546	0	0	105344.0	553446.0	Spectral Match to .alpha.-Pinene oxide from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf81	-1	GNPS-NIST14-MATCHES.mgf	269.677				6	0	0.036438	135.081	0	CCMSLIB00003138450
1168	spectra_filtered.mgf	*..*		:2562	574	-1	0	810.599	1	0.91146	0	0	2724190.0	5470010.0	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 M+Na	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1168	-1	GNPS-NIST14-MATCHES.mgf	2.33419				6	0	0.00189209	810.601	0	CCMSLIB00003135060
179	spectra_filtered.mgf	*..*		:27596	48577	-1	0	288.121	1	0.910696	0	0	304.828	147463.0	ANISOMYCIN [M+Na]+	MONA	temp/spectra_filtered.mgf179	-1	MONA.mgf	585.522				6	0	0.168701	288.29	0	CCMSLIB00004721177
973	spectra_filtered.mgf	*..*		:2196	10662	-1	0	756.551	1	0.909017	0	0	45870200.0	4150680.0	PC-DAG (16:0/18:3) M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf973	-1	GNPS-LIBRARY.mgf	4.35648				6	0	0.0032959	756.554	0	CCMSLIB00006678075
1030	spectra_filtered.mgf	*..*		:30071	30071	-1	0	720.554	1	0.90804	0	0	1364600.0	9895510.0	PC(15:0/16:0); [M+H]+ C39H79N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1030	-1	PNNL-LIPIDS-POSITIVE.mgf	0.677647				8	0	0.000488281	720.555	0	CCMSLIB00010101475
965	spectra_filtered.mgf	*..*		:5832	10664	-1	0	744.589	1	0.906462	0	0	89268000.0	1398560.0	PAF (o-16:0/18:2) M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf965	-1	GNPS-LIBRARY.mgf	46.6418				6	0	0.034729	744.554	0	CCMSLIB00006678077
595	spectra_filtered.mgf	*..*		:2898	2761	-1	0	293.247	1	0.906236	0	0	170290.0	351794.0	Spectral Match to 13(S)-HODE methyl ester from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf595	-1	GNPS-NIST14-MATCHES.mgf	6748.49				6	0	1.97897	291.268	0	CCMSLIB00003137248
1194	spectra_filtered.mgf	*..*		:2799	4623	-1	0	782.569	1	0.905937	0	0	149509.0	1195250.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+Na	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1194	-1	GNPS-NIST14-MATCHES.mgf	2527.84				8	0	1.97821	780.591	0	CCMSLIB00003139110
1212	spectra_filtered.mgf	*..*		:1544	5126	-1	0	720.444	1	0.905763	0	0	56650.0	3519100.0	Spectral Match to KDdiA-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1212	-1	GNPS-NIST14-MATCHES.mgf	2594.01				6	0	1.86884	718.575	0	CCMSLIB00003139613
1384	spectra_filtered.mgf	*..*		:2380	110	-1	0	788.612	1	0.904223	0	0	577352.0	789301.0	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1384	-1	GNPS-NIST14-MATCHES.mgf	1358.91				6	0	1.07166	789.684	0	CCMSLIB00003134596
153	spectra_filtered.mgf	*..*		:1183	808	-1	0	171.101	1	0.903434	0	0	22217000.0	873881.0	Spectral Match to Azelaic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf153	-1	GNPS-NIST14-MATCHES.mgf	5747.47				7	0	0.983398	170.118	0	CCMSLIB00003135294
858	spectra_filtered.mgf	*..*		:28863	28863	-1	0	703.575	1	0.903345	0	0	2197200.0	45817000.0	SM(d18:1/16:0); [M+H]+ C39H80N2O6P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf858	-1	PNNL-LIPIDS-POSITIVE.mgf	0.78075				9	0	0.000549316	703.576	0	CCMSLIB00010100267
443	spectra_filtered.mgf	*..*		:4789	5235	-1	0	189.112	1	0.903122	0	0	1274310.0	971366.0	azelaic acid CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf443	-1	BERKELEY-LAB.mgf	5201.86				8	0	0.983734	188.128	0	CCMSLIB00010107223
1225	spectra_filtered.mgf	*..*		:968	4257	-1	0	834.622	1	0.903097	0	0	190892.0	4588020.0	Spectral Match to 1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1225	-1	GNPS-NIST14-MATCHES.mgf	2389.71				7	0	1.99451	836.617	0	CCMSLIB00003138744
1912	spectra_filtered.mgf	*..*		:1188	10752	-1	0	876.799	1	0.902133	0	0	5577200000.0	1630740.0	TAG (16:0/18:1/18:1) M+NH4	GNPS-LIBRARY	temp/spectra_filtered.mgf1912	-1	GNPS-LIBRARY.mgf	3.55018				14	0	0.00311279	876.802	0	CCMSLIB00006678166
1226	spectra_filtered.mgf	*..*		:1544	5126	-1	0	720.444	1	0.90194	0	0	56650.0	1027200.0	Spectral Match to KDdiA-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1226	-1	GNPS-NIST14-MATCHES.mgf	202.309				6	0	0.145752	720.59	0	CCMSLIB00003139613
343	spectra_filtered.mgf	*..*		:4746	4925	-1	0	307.263	1	0.901728	0	0	1747170.0	465600.0	Spectral Match to 9Z,11E,13E-Octadecatrienoic acid ethyl ester from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf343	-1	GNPS-NIST14-MATCHES.mgf	3202.6				8	0	0.984039	306.279	0	CCMSLIB00003139412
1147	spectra_filtered.mgf	*..*		:2501	85	-1	0	772.586	1	0.899515	0	0	12134500.0	1701960.0	Spectral Match to 1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1147	-1	GNPS-NIST14-MATCHES.mgf	78.4481				6	0	0.0606079	772.525	0	CCMSLIB00003134571
245	spectra_filtered.mgf	*..*		:3192	1670	-1	0	255.232	1	0.898392	0	0	243558.0	1274840.0	Spectral Match to Palmitelaidic acid from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf245	-1	GNPS-NIST14-MATCHES.mgf	3855.59				9	0	0.98407	254.248	0	CCMSLIB00003136157
