"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","PET_vs_Untreated_p_value","PET_vs_Untreated_p_value_minus_log10","PET_vs_Untreated_fold_change","PET_vs_Untreated_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","PET","PET.pval","Untreated","Untreated.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
819,"819_485.29_3.1","Eerectquione B_[819_485.29_3.1]",485.290182303771,3.0875745,0.0388199847686443,1.41094463934681,1.55337607625767,0.635407152113278,"4-(3,7-dimethylocta-2,6-dien-1-yl)-2-(3-methylbut-2-en-1-yl)-5-[(2-methylpropanoyl)oxy]-3,6-dioxocyclohexa-1,4-dien-1-yl 2-methylpropanoate","Eerectquione B","CHEBI:229108",0.178,0.178,-234.973,20.546,1,"InChI=1S/C29H40O6/c1-17(2)11-10-12-21(9)14-16-23-24(30)22(15-13-18(3)4)26(34-28(32)19(5)6)25(31)27(23)35-29(33)20(7)8/h11,13-14,19-20H,10,12,15-16H2,1-9H3","LLCTZEXRKYOVJM","C29H40O6","[M + H]+","CC(C)C(=O)OC1=C(C(=O)C(=C(C1=O)OC(=O)C(C)C)CC=C(C)CCC=C(C)C)CC=C(C)C","Terpenoids","Open-chain polyketides","Triterpenoids","465.30903809599994","InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1","RFDAIACWWDREDC-FRVQLJSFSA-N","RFDAIACWWDREDC","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","C26H43NO6","Glycocholic acid","http://www.wikidata.org/entity/Q2701638","Terpenoids","Steroids","Terpenoids","Steroids","Cholane steroids","Homo sapiens","['Eukaryota']","['Metazoa']","['Chordata']","['Mammalia']","['Primates']","['Hominidae']","['Unknown']","['Homo']","['Homo sapiens']","nan","770315.0","http://www.wikidata.org/entity/Q15978631",7,0,0.646706586826347,0,0.644710578842315,0,0.620758483033932,0.032,0.966067864271457
823,"823_523.25_3.1","Eerectquione B_[823_523.25_3.1]",523.246117371684,3.1109402,0.0225305926925801,1.64722738352112,1.45777686056696,0.543769905679762,"4-(3,7-dimethylocta-2,6-dien-1-yl)-2-(3-methylbut-2-en-1-yl)-5-[(2-methylpropanoyl)oxy]-3,6-dioxocyclohexa-1,4-dien-1-yl 2-methylpropanoate","Eerectquione B","CHEBI:229108",0.08,0.08,-243.85,18.308,0.962,"InChI=1S/C29H40O6/c1-17(2)11-10-12-21(9)14-16-23-24(30)22(15-13-18(3)4)26(34-28(32)19(5)6)25(31)27(23)35-29(33)20(7)8/h11,13-14,19-20H,10,12,15-16H2,1-9H3","LLCTZEXRKYOVJM","C29H40O6","[M + K]+","CC(C)C(=O)OC1=C(C(=O)C(=C(C1=O)OC(=O)C(C)C)CC=C(C)CCC=C(C)C)CC=C(C)C","Terpenoids","Lanostane, Tirucallane and Euphane triterpenoids","Triterpenoids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41705050316284,0.105788423153693,1.34406227991274,0.12375249500998,1.38942503594182,0.137724550898204,0.0313333333333333,0.908183632734531
833,"833_428.41_3.2","NA_[833_428.41_3.2]",428.409954541659,3.2009153,0.0280927491175118,1.55140575926245,1.51855922443448,0.602703175302709,"ethyl 14-oxotetracosanoate",NA,NA,0.661,0.661,-138.648,46.849,0.404,"InChI=1S/C26H50O3/c1-3-5-6-7-8-13-16-19-22-25(27)23-20-17-14-11-9-10-12-15-18-21-24-26(28)29-4-2/h3-24H2,1-2H3","DWUVHECBKJLRHK","C26H50O3","[M + H3N + H]+","CCCCCCCCCCC(=O)CCCCCCCCCCCCC(=O)OCC","Fatty acids","Wax monoesters","Fatty esters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.640718562874252,0,0.648702594810379,0,0.590818363273453,0.02,0.86626746506986
947,"947_507.27_3.6","NA_[947_507.27_3.6]",507.271748602145,3.5512538,0.0291445624654127,1.53544246016897,1.44268560130943,0.52875693333448,"ethyl 4-[4-oxo-4-[[(5R,9R,10S,12R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-yl]oxy]butanoyl]piperazine-1-carboxylate",NA,NA,0.02,0.02,-730.034,10.845,0.1,"InChI=1S/C26H40N2O9/c1-5-32-24(31)28-14-12-27(13-15-28)20(29)8-9-21(30)33-22-17(3)19-7-6-16(2)18-10-11-25(4)35-23(34-22)26(18,19)37-36-25/h16-19,22-23H,5-15H2,1-4H3","FKHWPOYGRNRGOB","C26H40N2O9","[M - H2O + H]+","CCOC(=O)N1CCN(CC1)C(=O)CCC(=O)OC2C(C3CCC(C4C35C(O2)OC(CC4)(OO5)C)C)C","Amino acids and Peptides","Open-chain polyketides","Linear polyketides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34406227991274,0.17564870259481,1.41705050316284,0.157684630738523,1.38942503594182,0.18562874251497,0.0386666666666667,0.864271457085828
965,"965_485.29_3.5","Eerectquione B_[965_485.29_3.5]",485.290195176003,3.549966,0.0186073137114697,1.73031632028642,1.49849699597548,0.583516191695587,"4-(3,7-dimethylocta-2,6-dien-1-yl)-2-(3-methylbut-2-en-1-yl)-5-[(2-methylpropanoyl)oxy]-3,6-dioxocyclohexa-1,4-dien-1-yl 2-methylpropanoate","Eerectquione B","CHEBI:229108",0.075,0.075,-310.249,28.345,1,"InChI=1S/C29H40O6/c1-17(2)11-10-12-21(9)14-16-23-24(30)22(15-13-18(3)4)26(34-28(32)19(5)6)25(31)27(23)35-29(33)20(7)8/h11,13-14,19-20H,10,12,15-16H2,1-9H3","LLCTZEXRKYOVJM","C29H40O6","[M + H]+","CC(C)C(=O)OC1=C(C(=O)C(=C(C1=O)OC(=O)C(C)C)CC=C(C)CCC=C(C)C)CC=C(C)C","Terpenoids","Open-chain polyketides","Triterpenoids","465.30903809599994","InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1","RFDAIACWWDREDC-FRVQLJSFSA-N","RFDAIACWWDREDC","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","C26H43NO6","Glycocholic acid","http://www.wikidata.org/entity/Q2701638","Terpenoids","Steroids","Terpenoids","Steroids","Cholane steroids","Homo sapiens","['Eukaryota']","['Metazoa']","['Chordata']","['Mammalia']","['Primates']","['Hominidae']","['Unknown']","['Homo']","['Homo sapiens']","nan","770315.0","http://www.wikidata.org/entity/Q15978631",7,1.34406227991274,0.101796407185629,1.34406227991274,0.103792415169661,1.34406227991274,0.107784431137725,0.056,0.69061876247505
966,"966_502.32_3.6","Eerectquione B_[966_502.32_3.6]",502.316781712084,3.550014,0.0243205893732343,1.61402590479231,1.48297290431061,0.56849223826872,"4-(3,7-dimethylocta-2,6-dien-1-yl)-2-(3-methylbut-2-en-1-yl)-5-[(2-methylpropanoyl)oxy]-3,6-dioxocyclohexa-1,4-dien-1-yl 2-methylpropanoate","Eerectquione B","CHEBI:229108",0.171,0.171,-232.774,38.676,1,"InChI=1S/C29H40O6/c1-17(2)11-10-12-21(9)14-16-23-24(30)22(15-13-18(3)4)26(34-28(32)19(5)6)25(31)27(23)35-29(33)20(7)8/h11,13-14,19-20H,10,12,15-16H2,1-9H3","LLCTZEXRKYOVJM","C29H40O6","[M + H3N + H]+","CC(C)C(=O)OC1=C(C(=O)C(=C(C1=O)OC(=O)C(C)C)CC=C(C)CCC=C(C)C)CC=C(C)C","Terpenoids","Tigliane diterpenoids","Diterpenoids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.207584830339321,1.00100150250438,0.219560878243513,1.00100150250438,0.219560878243513,0.02,0.992015968063872
1144,"1144_458.45_4.2","NA_[1144_458.45_4.2]",458.446557256657,4.1767826,0.0193018346991005,1.71440140799611,1.49115247126628,0.576427781627624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41705050316284,0.0878243512974052,1.34406227991274,0.101796407185629,1.38942503594182,0.101796407185629,0.0386666666666667,0.339321357285429
1147,"1147_456.44_4.2","NA_[1147_456.44_4.2]",456.441427609226,4.17706,0.0207470984483169,1.68304263225297,1.49016105743821,0.575468266399063,"tetradecanoyl tetradecanoate",NA,NA,0.199,0.199,-114.918,43.883,0.411,"InChI=1S/C28H54O3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27(29)31-28(30)26-24-22-20-18-16-14-12-10-8-6-4-2/h3-26H2,1-2H3","RCRYHUPTBJZEQS","C28H54O3","[M + H3N + H]+","CCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCC","Fatty acids","Wax monoesters","Fatty esters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41705050316284,0.0958083832335329,1.41705050316284,0.0978043912175649,1.41705050316284,0.0818363273453094,0.0346666666666667,0.441117764471058
1358,"1358_502.34_5","NA_[1358_502.34_5]",502.343970411795,5.0344105,0.00721567302200955,2.14172315506068,0.596181056271559,-0.746177560647313,"Hexadecyl 6-(trimethylazaniumyl)hexyl phosphate",NA,NA,0.102,0.102,-332.454,121.423,1,"InChI=1S/C25H54NO4P/c1-5-6-7-8-9-10-11-12-13-14-15-16-18-21-24-29-31(27,28)30-25-22-19-17-20-23-26(2,3)4/h5-25H2,1-4H3/p+1","LMQPNDKSTFMVIQ","C25H54NO4P","[M + K]+","CCCCCCCCCCCCCCCCOP(=O)(O)OCCCCCC[N+](C)(C)C","Fatty acids","Sphingoid bases","Spingolipids","501.345423604","InChI=1S/C30H47NO5/c1-8-26-19(3)10-13-27(36-26)20(4)15-18(2)9-11-23-21(5)24(23)12-14-28-30(34)25(31(6)7)16-22(35-28)17-29(32)33/h9-12,14-15,18,21-28,30,34H,8,13,16-17H2,1-7H3,(H,32,33)/b11-9+,14-12+,20-15+/t18-,21-,22+,23+,24+,25+,26-,27-,28+,30-/m1/s1","KLTHMLORYIRDPP-COTDPOAQSA-N","KLTHMLORYIRDPP","CC[C@H]1O[C@@H](/C(C)=C/[C@H](C)/C=C/[C@H]2[C@@H](C)[C@@H]2/C=C/[C@@H]2O[C@H](CC(=O)O)C[C@H](N(C)C)[C@H]2O)CC=C1C","C30H47NO5","Ambruticin VS-3","http://www.wikidata.org/entity/Q77279133","Polyketides","Linear polyketides","Polyketides","Linear polyketides","Open-chain polyketides","Sorangium cellulosum","['Bacteria']","['Unknown']","['Proteobacteria']","['Deltaproteobacteria']","['Myxococcales']","['Polyangiaceae']","['Unknown']","['Sorangium']","['Sorangium cellulosum']","nan","804727.0","http://www.wikidata.org/entity/Q2523108",0,1.9042342233658,0.0339321357285429,1.9042342233658,0.029940119760479,1.94464227070597,0.0339321357285429,0.0646666666666667,0.189620758483034
1379,"1379_486.48_5.1","NA_[1379_486.48_5.1]",486.477315811685,5.1460695,0.0293466071127097,1.53244210216438,1.4855363316449,0.570983889483637,"2-Cyclooctyl-2-[(1-cyclooctylcyclooctyl)diazenyl]cyclooctan-1-amine",NA,NA,0.041,0.041,-177.246,3.358,0.284,"InChI=1S/C32H59N3/c33-30-24-16-8-11-19-27-32(30,29-22-14-6-2-7-15-23-29)35-34-31(25-17-9-3-10-18-26-31)28-20-12-4-1-5-13-21-28/h28-30H,1-27,33H2","YGFYPRMODKAZNP","C32H59N3","[M + H]+","C1CCCC(CCC1)C2(CCCCCCC2)N=NC3(CCCCCCC3N)C4CCCCCCC4","Alkaloids","Steroidal alkaloids","Pseudoalkaloids (transamidation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.271457085828343,1.00100150250438,0.259481037924152,1.00100150250438,0.273453093812375,0.028,0.68063872255489
1381,"1381_485.47_5.1","NA_[1381_485.47_5.1]",485.474355426264,5.147683,0.033948584244901,1.46917833235396,1.47531270247667,0.561020775829402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.267465069860279,1.00100150250438,0.273453093812375,1.00100150250438,0.279441117764471,0.0413333333333333,0.297405189620758
1382,"1382_484.47_5.1","NA_[1382_484.47_5.1]",484.473234441081,5.1473503,0.0295657838600714,1.52921060232052,1.48688562075581,0.572293671791737,"14-oxotriacontanoic acid",NA,NA,0.125,0.125,-108.56,66.701,0.4,"InChI=1S/C30H58O3/c1-2-3-4-5-6-7-8-9-10-11-14-17-20-23-26-29(31)27-24-21-18-15-12-13-16-19-22-25-28-30(32)33/h2-28H2,1H3,(H,32,33)","AGGJFYHWBYFDAH","C30H58O3","[M + H3N + H]+","CCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC(=O)O","Fatty acids","Wax monoesters","Fatty esters","nan","nan","nan","UHWYQXNZIBLESO",NA,"nan","nan","nan","nan","nan","Fatty acids","Sphingolipids","Ceramides","nan","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","nan","nan","nan",0,1.00100150250438,0.239520958083832,1.00100150250438,0.245508982035928,1.00100150250438,0.259481037924152,0.046,0.197604790419162
1490,"1490_498.49_5.6","NA_[1490_498.49_5.6]",498.488349415679,5.607508,0.0346005434145647,1.46091708039527,1.4440385067449,0.530109213658052,"N-(1,3-dihydroxypropan-2-yl)octacosanamide",NA,NA,0.651,0.651,-66.887,64.162,0.6,"InChI=1S/C31H63NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-31(35)32-30(28-33)29-34/h30,33-34H,2-29H2,1H3,(H,32,35)","PBLYJPJSYLUTJZ","C31H63NO3","[M + H]+","CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)CO","Fatty acids","N-acyl amines","Fatty amides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34406227991274,0.119760479041916,1.34406227991274,0.115768463073852,1.41705050316284,0.0838323353293413,0.0493333333333333,0.147704590818363
1541,"1541_706.59_5.8","NA_[1541_706.59_5.8]",706.593955681172,5.789245,0.0316315773929928,1.49987915029132,1.50521189050715,0.589966591215177,"3,4-dihydroxy-N-(1,3,6-trihydroxynonacos-4-en-2-yl)dodecanamide",NA,NA,0.098,0.098,-430.427,18.648,0.998,"InChI=1S/C41H81NO6/c1-3-5-7-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-28-30-36(44)32-33-38(45)37(35-43)42-41(48)34-40(47)39(46)31-29-27-10-8-6-4-2/h32-33,36-40,43-47H,3-31,34-35H2,1-2H3,(H,42,48)","UZGYBDZGERJBMR","C41H81NO6","[M + Na]+","CCCCCCCCCCCCCCCCCCCCCCCC(C=CC(C(CO)NC(=O)CC(C(CCCCCCCC)O)O)O)O","Fatty acids","Fatty acyl carnitines","Fatty esters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.279441117764471,1.00100150250438,0.277445109780439,1.00100150250438,0.277445109780439,0.0466666666666667,0.231536926147705
1542,"1542_705.59_5.8","NA_[1542_705.59_5.8]",705.590536794749,5.789677,0.0105127821056905,1.97828233694425,1.59430013821828,0.672923252388699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73727046020804,0.0459081836327345,1.73727046020804,0.0339321357285429,1.73727046020804,0.031936127744511,0.0493333333333333,0.171656686626747
1579,"1579_556.53_5.9","NA_[1579_556.53_5.9]",556.53009683654,5.933079,0.0483133447398343,1.31593289520298,1.43619020838996,0.52224683170176,"7-Octadecanoyloxy-hexadecanoic acid",NA,NA,0.517,0.144,-79.455,75.355,0.999,"InChI=1S/C34H66O4/c1-3-5-7-9-11-12-13-14-15-16-17-18-20-22-27-31-34(37)38-32(29-25-23-26-30-33(35)36)28-24-21-19-10-8-6-4-2/h32H,3-31H2,1-2H3,(H,35,36)","AWINNZJYDSFBEW","C34H66O4","[M + H3N + H]+","CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCCCC)CCCCCC(=O)O","Fatty acids","Diacylglycerols","Fatty esters","555.522659688","InChI=1S/C34H69NO4/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(38)35-31(30-36)34(39)32(37)28-26-24-22-20-18-16-14-12-10-8-6-4-2/h31-32,34,36-37,39H,3-30H2,1-2H3,(H,35,38)/t31-,32+,34-/m0/s1","IVBULNXGVIHEKN-MVIDNBQJSA-N","IVBULNXGVIHEKN","CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC","C34H69NO4","N-hexadecanoylphytosphingosine","http://www.wikidata.org/entity/Q27133656","Fatty acids","Sphingolipids","Fatty acids","Sphingolipids","Ceramides","Trypanosoma brucei","['Eukaryota']","['Unknown']","['Unknown']","['Unknown']","['Kinetoplastea']","['Unknown']","['Unknown']","['Trypanosoma']","['Trypanosoma brucei']","nan","494245.0","http://www.wikidata.org/entity/Q33244",1,1.67131567616219,0.0279441117764471,1.67131567616219,0.0279441117764471,1.70266414755955,0.0259481037924152,0.0606666666666667,0.0359281437125748
1621,"1621_887.56_6.1","NA_[1621_887.56_6.1]",887.564644629879,6.1054053,0.0277073724026154,1.55740465809193,1.51813456127263,0.602299671041248,"methyl (3R,8Z,12Z,13E,19E,21S,22S)-16-ethenyl-11-ethyl-14-hydroxy-12-(hydroxymethylidene)-17,21,26-trimethyl-4-oxo-22-[3-oxo-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enoxy]propyl]-7,23,24,25-tetrazahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-2(6),5(26),8,10,13,15,17,19-octaene-3-carboxylate",NA,NA,0.084,0.084,-774.271,134.518,0.338,"InChI=1S/C55H76N4O7/c1-12-37-34(8)41-27-42-35(9)39(23-24-45(61)66-26-25-33(7)22-16-21-32(6)20-15-19-31(5)18-14-17-30(3)4)49(56-42)47-48(55(64)65-11)53(62)46-36(10)43(58-52(46)47)28-44-38(13-2)40(29-60)51(59-44)54(63)50(37)57-41/h12,25,27-32,35,39,48-49,56-60,63H,1,13-24,26H2,2-11H3","STDDXUWKUKCMKW","C55H76N4O7","[M - H2O + H]+","CCC1=C2C=C3C(=C4C(=O)C(C(=C4N3)C5C(C(C(=CC6=C(C(=C(N6)C(=C(C1=CO)N2)O)C=C)C)N5)C)CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C(=O)OC)C","Fatty acids","Diacylglycerols","Glycerolipids","886.557129346","InChI=1S/C47H83O13P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(49)59-39(38-58-61(55,56)60-47-45(53)43(51)42(50)44(52)46(47)54)37-57-40(48)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h11,13,17,19,22,24,28,30,39,42-47,50-54H,3-10,12,14-16,18,20-21,23,25-27,29,31-38H2,1-2H3,(H,55,56)/b13-11-,19-17-,24-22-,30-28-/t39-,42?,43-,44+,45-,46-,47?/m1/s1","KRTOMQDUKGRFDJ-ZWTKVEACSA-N","KRTOMQDUKGRFDJ","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1[C@H](O)[C@H](O)C(O)[C@H](O)[C@H]1O","C47H83O13P","PI(18:0/20:4(5Z,8Z,11Z,14Z))","http://www.wikidata.org/entity/Q105145229","Fatty acids","Glycerophospholipids","Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","Streptomyces sporangiiformans","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","nan","nan","http://www.wikidata.org/entity/Q104957131",0,1.00100150250438,0.279441117764471,1.00100150250438,0.285429141716567,1.00100150250438,0.315369261477046,0.052,0.550898203592814
1623,"1623_627.53_6.1","1-stearoyl-2-arachidonoyl-sn-glycerol_[1623_627.53_6.1]",627.534681843621,6.106268,0.0426879491584863,1.36969470934568,1.55265419883837,0.634736554018942,"1-hydroxy-3-(octadecanoyloxy)propan-2-yl icosa-5,8,11,14-tetraenoate","1-stearoyl-2-arachidonoyl-sn-glycerol","CHEBI:75728",0.367,0.367,-177.718,145.015,1,"InChI=1S/C41H72O5/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(44)46-39(37-42)38-45-40(43)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h11,13,17,19,22,24,28,30,39,42H,3-10,12,14-16,18,20-21,23,25-27,29,31-38H2,1-2H3","NSXLMTYRMFVYNT","C41H72O5","[M - H2O + H]+","CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC","Fatty acids","Diacylglycerols","Glycerolipids","626.52741072","InChI=1S/C41H70O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-36-33-38(43)40-39(44)34-37(42)35(2)41(40)45-36/h33-34,42,44H,3-32H2,1-2H3","MJYQBVQGXNMYSG-UHFFFAOYSA-N","MJYQBVQGXNMYSG","CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCc1cc(=O)c2c(O)cc(O)c(C)c2o1","C41H70O4","2-(Hentriacontane-1-yl)-5,7-dihydroxy-8-methyl-4H-1-benzopyran-4-one","http://www.wikidata.org/entity/Q105165750","Polyketides","nan","Polyketides","nan","nan","Asphodelus tenuifolius","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Asparagales']","['Asphodelaceae']","['Unknown']","['Asphodelus']","['Asphodelus tenuifolius']","nan","3996508.0","http://www.wikidata.org/entity/Q3695249",1,2.24733287487747,0.00998003992015968,2.14793159805948,0.0179640718562874,2.20808884294841,0.0119760479041916,0.074,0.341317365269461
1624,"1624_513.51_6.1","NA_[1624_513.51_6.1]",513.505444413214,6.1114473,0.0297690631111176,1.52623483320932,1.45682702281056,0.542829588350788,"(5E,9E,16E)-5,9,17,21,25,29-hexamethyltriaconta-1,5,9,16-tetraen-13-one",NA,NA,0.17,0.17,-177.357,35.032,0.409,"InChI=1S/C36H64O/c1-9-10-18-31(4)20-12-24-34(7)26-15-28-36(37)29-16-27-35(8)25-14-23-33(6)22-13-21-32(5)19-11-17-30(2)3/h9,20,26-27,30,32-33H,1,10-19,21-25,28-29H2,2-8H3","RUEAVSZCKKRPLT","C36H64O","[M + H]+","CC(C)CCCC(C)CCCC(C)CCCC(=CCCC(=O)CCC=C(C)CCC=C(C)CCC=C)C","Terpenoids","Cholestane steroids","Carotenoids (C40)","nan","nan","nan","LPXBGYZBFXJFMF",NA,"nan","nan","nan","nan","nan","Fatty acids","Sphingolipids","Ceramides","nan","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","nan","nan","nan",0,1.41705050316284,0.0918163672654691,1.41705050316284,0.0958083832335329,1.41705050316284,0.0798403193612774,0.0393333333333333,0.337325349301397
1627,"1627_515.51_6.1","NA_[1627_515.51_6.1]",515.511149059629,6.1108403,0.0204739806229359,1.68879771207571,1.47132869767411,0.557119583459276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63736530665978,0.0419161676646707,1.73727046020804,0.031936127744511,1.70266414755955,0.0399201596806387,0.0566666666666667,0.0718562874251497
1628,"1628_514.51_6.1","NA_[1628_514.51_6.1]",514.508370265597,6.111813,0.0247284163338313,1.60680369599217,1.46471754010204,0.550622478447169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41705050316284,0.0918163672654691,1.34406227991274,0.105788423153693,1.38942503594182,0.103792415169661,0.052,0.103792415169661
