cluster index	parent mass	RTMean	ATTRIBUTE_treatment:GNPSGROUP:nan	ATTRIBUTE_treatment:GNPSGROUP:PET	ATTRIBUTE_treatment:GNPSGROUP:PS	ATTRIBUTE_treatment:GNPSGROUP:Untreated	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:nan	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:0.5	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:100.0	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:0.0	ATTRIBUTE_collection_dates:GNPSGROUP:nan	ATTRIBUTE_collection_dates:GNPSGROUP:110626.0	ATTRIBUTE_collection_dates:GNPSGROUP:180626.0	ATTRIBUTE_collection_dates:GNPSGROUP:210626.0	ATTRIBUTE_collection_dates:GNPSGROUP:160526.0	ATTRIBUTE_collection_dates:GNPSGROUP:190626.0	ATTRIBUTE_collection_dates:GNPSGROUP:120626.0	ATTRIBUTE_cell_type:GNPSGROUP:nan	ATTRIBUTE_cell_type:GNPSGROUP:A549	ATTRIBUTE_cell_type:GNPSGROUP:MDM	ATTRIBUTE_blood_donor:GNPSGROUP:nan	ATTRIBUTE_blood_donor:GNPSGROUP:A	ATTRIBUTE_blood_donor:GNPSGROUP:B	ATTRIBUTE_cell_type_treatment:GNPSGROUP:nan	ATTRIBUTE_cell_type_treatment:GNPSGROUP:A549_PET	ATTRIBUTE_cell_type_treatment:GNPSGROUP:A549_PS	ATTRIBUTE_cell_type_treatment:GNPSGROUP:A549_Untreated	ATTRIBUTE_cell_type_treatment:GNPSGROUP:MDM_PET	ATTRIBUTE_cell_type_treatment:GNPSGROUP:MDM_PS	ATTRIBUTE_cell_type_treatment:GNPSGROUP:MDM_Untreated	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:nan	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PET_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PET_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PS_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PS_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_Untreated_0	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PET_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PET_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PS_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PS_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_Untreated_0	component	#Scan#	Compound_Name
2934	567.6012433936345	9.391673	0	9474674.958333334	8660061.525	6843939.399999999	0	8010663.783333334	10124072.7	6843939.399999999	0	7348006.4	11542284.5	12778532.7	9297907.54	4367718.5	14537352.0	0	10556274.533333331	6689090.413333333	0	4816822.6	5952541.1	0	11484033.166666666	10940596.083333334	7932114.166666667	7465316.75	6379526.966666666	5755764.633333333	0	10162952.333333334	12805114.0	8796184.166666666	13085008.0	7932114.166666667	5798956.166666667	9131677.333333334	7284562.466666666	5474491.466666667	5755764.633333333	88		
2935	508.5445906181001	9.394453	0	361279190.0	288360624.1666667	201797088.3333333	0	257648545.8333333	391991268.3333333	201797088.3333333	0	204512795.2	374824050.0	435518292.0	257052850.0	235760221.55555555	525078370.0	0	338285045.73333335	262145640.9333333	0	308027926.0	221356146.8	0	359551933.3333333	374810280.0	222700802.0	363006446.6666667	201910968.3333333	180893374.66666663	0	310033276.6666667	409070590.0	290913973.3333333	458706586.6666667	222700802.0	189686423.3333333	536326470.0	239960510.0	163861426.66666666	180893374.66666663	86		
2936	510.5506389910775	9.393415	0	25259179.875	20120528.416666668	13918659.633333333	0	17797359.125	27582349.166666668	13918659.633333333	0	14495120.8	26049670.0	30335659.0	18241329.5	16206871.644444443	36597716.0	0	23626816.6	18244413.886666667	0	21038982.86	15452929.3	0	25334061.666666668	26089531.75	15286896.166666666	25184298.08333333	14151525.083333334	12550423.1	0	21368597.33333333	29299526.0	19806829.5	32372234.0	15286896.166666666	13429680.0	36938916.16666666	16584329.666666666	11718720.5	12550423.1	86		
2937	509.5473473864666	9.394218	0	137393660.33333334	107668611.33333331	74203321.83333333	0	96425736.0	148636535.66666666	74203321.83333333	0	76144992.4	141605558.8	164631948.4	95806350.8	88748421.0	196287150.0	0	127460833.2	98270312.86666666	0	116137443.0	82867144.8	0	137155804.33333334	140288429.33333334	82415698.66666667	137631516.33333334	75048793.33333333	65990945.0	0	115680458.66666669	158631150.0	108887935.33333331	171688923.33333334	82415698.66666667	71938573.33333333	203324459.3333333	89195976.66666667	60901610.0	65990945.0	86		
2938	511.5533007503682	9.395277	0	2634642.816666667	2048130.9833333332	1228186.55	0	1744687.9166666667	2938085.8833333333	1228186.55	0	1082024.12	3008093.88	3360055.0	1756125.44	1457950.7999999998	4409355.5	0	2483391.0	1754102.66	0	1977229.0	1528953.54	0	2820154.0	2777293.4166666665	1222060.1666666667	2449131.6333333333	1318968.55	1234312.933333333	0	2173932.7333333334	3466375.266666667	1732152.1666666667	3822434.6666666665	1222060.1666666667	1602881.6000000003	3295381.6666666665	1469785.1666666667	1168151.933333333	1234312.933333333	86		
2939	1036.0488766868043	9.395087	0	361417.375	0.0	0.0	0	0.0	361417.375	0.0	0	0.0	0.0	0.0	0.0	481889.8333333333	0.0	0	0.0	289133.9	0	867401.7	0.0	0	0.0	0.0	0.0	722834.75	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1445669.5	0.0	0.0	0.0	288	2939.0	Asp-UDCA
2940	1016.0820788102932	9.394477	0	45479180.075	25258091.35833333	14343232.883333333	0	19907451.775	50829819.65833333	14343232.883333333	0	11245602.3	32836513.360000003	41533243.9	18689967.6	40474380.3	49110596.0	0	28538453.186666667	33788657.11333333	0	66129821.56	16546182.180000002	0	28002338.0	36181513.75	14324562.433333332	62956022.15	14334668.966666669	14361903.333333334	0	23122515.33333333	32882160.666666668	25416767.166666668	46946260.333333336	14324562.433333332	13764296.666666666	112147747.63333333	17326227.933333334	11343110.0	14361903.333333334	288		
2941	1014.063596103537	9.399987	0	41060327.16666666	793364.1666666666	7350218.0	0	18381580.33333333	23472111.0	7350218.0	0	1900638.4	4170504.5	8730607.2	8820261.6	47581727.277777776	0.0	0	4933916.7	31489123.566666663	0	55138433.1	30508676.0	0	11336401.0	998390.75	0.0	70784253.33333333	588337.5833333334	14700436.0	0	19505071.33333333	3167730.6666666665	1996781.5	0.0	0.0	50847793.333333336	90720713.33333331	1176675.1666666667	0.0	14700436.0	6		
2942	582.5822551275307	9.399995	0	12972556.083333334	22799478.0	22226757.83333333	0	14493753.416666666	21278280.666666668	22226757.83333333	0	21424282.2	23941846.2	31045389.8	0.0	18733421.888888888	11966568.0	0	25470506.066666663	12037824.333333334	0	10445283.8	25668189.2	0	17498166.333333332	31998363.83333333	28359470.0	8446945.833333334	13600592.166666666	16094045.666666666	0	18106803.0	16889529.666666668	28777084.0	35219643.666666664	28359470.0	2379150.0	14514741.666666666	8711976.666666666	18489207.666666668	16094045.666666666	21		
2943	600.552567637915	9.38858	0	3602856.75	1891344.8333333333	0.0	0	3778873.0	1715328.5833333333	0.0	0	2382467.4	0.0	4530067.6	0.0	3485304.888888889	0.0	0	2304178.333333333	2091182.933333333	0	6273548.8	0.0	0	5760445.833333333	0.0	0.0	1445267.6666666667	3782689.6666666665	0.0	0	7550112.666666667	3970779.0	0.0	0.0	0.0	0.0	2890535.333333333	7565379.333333333	0.0	0.0	271		
2944	1015.0708380762486	9.396295	0	29303786.675	4706831.908333333	7362916.25	0	8152749.291666667	25857869.291666668	7362916.25	0	3899985.28	10076579.08	10115152.9	9230240.28	31247498.53333333	4467646.0	0	8030572.42	22123088.946666665	0	50209818.16	6929208.4	0	11596316.95	7593970.516666666	1772287.1666666667	47011256.4	1819693.3	12953545.333333334	0	14523945.4	8668688.5	5179917.333333333	10008023.7	1772287.1666666667	10606022.166666666	83416490.63333334	2301112.2666666666	1338274.3333333333	12953545.333333334	6		
2945	1170.988607760264	9.440864	0	159709.04166666666	1140852.2083333333	0.0	0	0.0	1300561.25	0.0	0	0.0	0.0	1395560.8	0.0	958770.1111111112	0.0	0	465186.93333333335	575262.0666666667	0	383301.7	1342484.5	0	0.0	1162967.3333333333	0.0	319418.0833333333	1118737.0833333333	0.0	0	0.0	0.0	0.0	2325934.6666666665	0.0	0.0	638836.1666666666	0.0	2237474.1666666665	0.0	135		
2946	1000.0521365800136	9.415541	0	315386.10000000003	0.0	0.0	0	0.0	315386.10000000003	0.0	0	0.0	0.0	0.0	0.0	420514.8000000001	0.0	0	0.0	252308.88	0	756926.64	0.0	0	0.0	0.0	0.0	630772.2000000001	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1261544.4	0.0	0.0	0.0	62		
2947	564.582977051627	9.367749	0	29065345.041666668	8352601.833333333	12275088.416666666	0	21544900.5	15873046.375	12275088.416666666	0	11805962.5	13609204.1	24710759.8	13753500.7	22011739.722222224	5163100.0	0	16708642.133333333	18135750.73333333	0	20627111.9	20026639.6	0	27642718.166666668	10802125.666666666	6653523.0	30487971.916666668	5903078.0	17896653.833333332	0	40132004.66666666	15153431.666666666	8193302.833333333	13410948.5	6653523.0	30683240.166666668	30292703.666666668	7171054.333333333	4635101.666666667	17896653.833333332	-1		
2948	546.5613279271231	9.425943	0	1266768.025	1691304.8333333333	1579243.8	0	1304779.558333333	1653293.3	1579243.8	0	2018586.74	1916428.66	1571221.44	1793249.28	731095.6111111111	1895046.0	0	1835412.28	1162743.5266666666	0	356093.76	1338887.54	0	1672035.2166666668	1935116.1333333333	1962758.7	861500.8333333334	1447493.5333333332	1195728.9	0	1024577.4333333332	2319493.0	1869488.2	2000744.066666667	1962758.7	543128.2999999999	1179873.3666666667	1781924.3	1113062.7666666666	1195728.9	349		
2949	562.5674243589275	9.382264	0	2109686.525	1817107.5	852445.3333333334	0	2304612.225	1622181.8	852445.3333333334	0	2548760.2	1398821.92	240688.38	548807.7	3172312.1444444447	0.0	0	1396090.1666666667	2086323.1866666668	0	4606720.86	1103441.0	0	2986482.8833333333	503742.5333333334	0.0	1232890.1666666667	3130472.466666667	1704890.6666666667	0	949324.1666666666	5023641.600000001	1007485.0666666668	0.0	0.0	1839068.3333333333	626712.0	5422571.333333333	838373.6	1704890.6666666667	-1		
2950	492.514681799632	9.434807	0	1068240.4833333334	317488.2083333333	0.0	0	317488.2083333333	1068240.4833333334	0.0	0	675444.36	0.0	0.0	0.0	1472391.388888889	0.0	0	225148.12	883434.8333333334	0	2650304.5	0.0	0	562870.2999999999	0.0	0.0	1573610.6666666667	634976.4166666666	0.0	0	0.0	1125740.6	0.0	0.0	0.0	0.0	3147221.333333333	1269952.8333333333	0.0	0.0	9		
2951	986.0364778178148	9.398626	0	3457666.891666667	0.0	476047.0833333333	0	440395.55833333335	3017271.333333333	476047.0833333333	0	0.0	331878.1	0.0	571256.5	4425845.800000001	0.0	0	110626.03333333334	2845926.313333333	0	7241451.2	725071.24	0	276565.0833333333	0.0	0.0	6638768.7	0.0	952094.1666666666	0	553130.1666666666	0.0	0.0	0.0	0.0	1208452.066666667	12069085.333333334	0.0	0.0	952094.1666666666	22		
2952	998.0364060890794	9.424799	0	301340.0416666667	0.0	0.0	0	0.0	301340.0416666667	0.0	0	0.0	0.0	0.0	0.0	401786.7222222223	0.0	0	0.0	241072.03333333333	0	723216.1	0.0	0	0.0	0.0	0.0	602680.0833333334	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1205360.1666666667	0.0	0.0	0.0	6		
2953	1012.0521933415196	9.411215	0	47397795.34166667	1064526.225	4310942.333333333	0	14853799.566666665	33608522.0	4310942.333333333	0	2009549.82	3329446.9	26934145.8	5173130.8	46686905.13333333	0.0	0	10757714.173333334	29736520.01333333	0	78987816.03999999	5048613.2	0	25432423.016666666	1461862.4166666667	0.0	69363167.66666667	667190.0333333333	8621884.666666666	0	48194295.7	2670550.333333333	1472167.1666666667	1451557.6666666667	0.0	8414355.333333334	130311980.0	1334380.066666667	0.0	8621884.666666666	340		
2954	473.2649858837556	9.430233	0	0.0	0.0	4010851.5	0	0.0	0.0	4010851.5	0	0.0	441812.2	0.0	0.0	2428449.777777778	0.0	0	147270.73333333334	1457069.8666666667	0	4371209.6	0.0	0	0.0	0.0	736353.6666666666	0.0	0.0	7285349.333333333	0	0.0	0.0	0.0	0.0	736353.6666666666	0.0	0.0	0.0	0.0	7285349.333333333	14		
2955	593.6342387774566	9.394086	0	488686.325	0.0	223887.31666666665	0	390539.30833333335	98147.01666666666	223887.31666666665	0	0.0	0.0	459547.1	268664.78	396277.8222222223	0.0	0	153182.36666666667	327321.62	0	235552.84	477747.2400000001	0	382955.9166666667	0.0	0.0	594416.7333333334	0.0	447774.6333333333	0	765911.8333333334	0.0	0.0	0.0	0.0	796245.4	392588.06666666665	0.0	0.0	447774.6333333333	57		
2956	506.5306878896191	9.36265	0	336285782.0	95421749.33333331	114042963.0	0	208148814.66666663	223558716.66666663	114042963.0	0	99249037.6	130460794.0	296675415.2	131040351.2	276671712.6666667	87574750.0	0	175461748.93333334	215521461.3333333	0	366106906.0	149417126.8	0	284405663.3333333	116478026.0	75541366.0	388165900.6666667	74365472.66666667	152544560.0	0	435065013.3333333	133746313.33333331	93466915.33333331	139489136.66666666	75541366.0	207853906.66666663	568477894.6666666	96209423.33333331	52521522.0	152544560.0	9		
2957	550.5668483379123	9.423361	0	795261.0833333334	0.0	305295.31666666665	0	552778.75	242482.3333333333	305295.31666666665	0	0.0	252346.24	472301.36	366354.38	657766.1111111111	0.0	0	241549.2	516777.7933333333	0	581957.6	602021.4	0	603873.0	0.0	0.0	986649.1666666666	0.0	610590.6333333333	0	1207746.0	0.0	0.0	0.0	0.0	1003369.0	969929.3333333334	0.0	0.0	610590.6333333333	-1		
2958	268.2999639797404	9.438742	0	280054.375	0.0	0.0	0	0.0	280054.375	0.0	0	0.0	0.0	0.0	0.0	373405.8333333333	0.0	0	0.0	224043.5	0	672130.5	0.0	0	0.0	0.0	0.0	560108.75	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1120217.5	0.0	0.0	0.0	175		
2959	528.5115132762293	9.438893	0	1195383.875	0.0	0.0	0	219469.29166666663	975914.5833333334	0.0	0	0.0	0.0	526726.3	0.0	1301219.4444444445	0.0	0	175575.43333333332	780731.6666666666	0	2342195.0	0.0	0	438938.5833333333	0.0	0.0	1951829.1666666667	0.0	0.0	0	877877.1666666666	0.0	0.0	0.0	0.0	0.0	3903658.3333333335	0.0	0.0	0.0	-1		
2960	1011.04031424567	9.437618	0	894977.1916666668	104756.4	237876.96666666667	0	375157.8833333333	624575.7083333334	237876.96666666667	0	0.0	0.0	0.0	285452.36	1332978.1222222222	0.0	0	0.0	894937.6599999999	0	1750397.06	648963.5599999999	0	0.0	0.0	0.0	1789954.3833333335	209512.8	475753.93333333335	0	0.0	0.0	0.0	0.0	0.0	1081605.933333333	2498302.833333333	419025.6	0.0	475753.93333333335	65		
2961	1010.0367323088846	9.436918	0	1258803.0416666667	166784.5	314681.3333333333	0	528855.5416666666	896732.0	314681.3333333333	0	0.0	0.0	0.0	377617.6	1900783.388888889	0.0	0	0.0	1266342.566666667	0	2552439.6	868970.5	0	0.0	0.0	0.0	2517606.083333333	333569.0	629362.6666666666	0	0.0	0.0	0.0	0.0	0.0	1448284.1666666667	3586928.0	667138.0	0.0	629362.6666666666	6		
2962	624.6292035697888	9.4521055	0	16261317.208333334	29032041.916666668	21000255.166666668	0	17884364.375	27408994.75	21000255.166666668	0	23379839.0	29952638.4	39708789.0	0.0	20840758.388888888	16748683.0	0	31013755.466666665	13621033.9	0	11729638.4	29133463.3	0	22038315.83333333	41960493.833333336	27071158.0	10484318.583333334	16103590.0	14929352.333333334	0	21283051.666666668	22793580.0	35643831.0	48277156.66666666	27071158.0	2725849.833333333	18242787.33333333	11884725.0	20322455.0	14929352.333333334	21		
2963	602.4156390086301	9.454539	0	5895689.766666667	5639513.875	6347481.0	0	4939013.350000001	6596190.291666667	6347481.0	0	7839978.6	5853002.84	5758018.8	5497502.1	5022729.111111111	6560256.0	0	6483666.746666667	5283488.566666666	0	3478544.5	6874419.1	0	7081914.866666667	5833062.25	6588379.5	4709464.666666667	5445965.5	6106582.5	0	5417003.233333333	8746826.5	4892110.333333333	6774014.166666667	6588379.5	3981803.6666666665	5437125.666666667	5465136.166666667	5426794.833333333	6106582.5	349		
2964	480.5143433619196	9.39099	0	33602766.458333336	3530738.9916666667	5874251.033333332	0	8440905.008333335	28692600.441666663	5874251.033333332	0	5803372.32	6846992.8	13433733.6	6881131.8	34702060.97777778	3702870.2	0	8694699.573333332	23361805.2	0	58476039.1	4728244.7	0	15236275.966666669	5066014.899999999	2868916.1333333333	51969256.95	1995463.0833333333	8879585.933333334	0	21189032.666666668	9283519.266666668	3530974.8000000003	6601055.0	2868916.1333333333	5902521.0	98035992.9	3141091.5666666664	849834.6	8879585.933333334	84		
2965	520.5453540358918	9.440695	0	2497202.441666667	2510727.3666666667	1645098.9	0	2162176.65	2845753.158333333	1645098.9	0	2333677.2800000003	2496091.22	2856184.12	2064853.1	2104464.6333333333	2271540.8	0	2561984.2066666665	2102399.2	0	1652892.52	2589451.98	0	2369538.683333333	3273889.0	1523065.6666666667	2624866.2	1747565.7333333334	1767132.1333333335	0	1841207.5333333327	2897869.833333333	2336496.0666666664	4211281.933333334	1523065.6666666667	2339336.7333333334	2910395.6666666665	2131666.2666666666	1363465.2	1767132.1333333335	9		
2966	612.1828550722211	9.470343	0	0.0	287540.35000000003	0.0	0	0.0	287540.35000000003	0.0	0	0.0	0.0	0.0	0.0	383387.13333333336	0.0	0	0.0	230032.28	0	0.0	690096.8400000001	0	0.0	0.0	0.0	0.0	575080.7000000001	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1150161.4	0.0	104	2966.0	4-(3,4-dihydroxyphenyl)-7-methoxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-2-one
2967	735.5224954232915	9.470343	0	0.0	203380.5833333333	0.0	0	0.0	203380.5833333333	0.0	0	0.0	0.0	0.0	0.0	271174.1111111111	0.0	0	0.0	162704.46666666667	0	0.0	488113.4	0	0.0	0.0	0.0	0.0	406761.1666666667	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	813522.3333333334	0.0	-1		
2968	848.4491561646971	9.470343	0	0.0	135553.67500000002	0.0	0	0.0	135553.67500000002	0.0	0	0.0	0.0	0.0	0.0	180738.2333333333	0.0	0	0.0	108442.94	0	0.0	325328.82	0	0.0	0.0	0.0	0.0	271107.35000000003	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	542214.7000000001	0.0	194		
2969	904.5103104183796	9.470343	0	0.0	171992.375	0.0	0	0.0	171992.375	0.0	0	0.0	0.0	0.0	0.0	229323.16666666663	0.0	0	0.0	137593.9	0	0.0	412781.7	0	0.0	0.0	0.0	0.0	343984.75	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687969.5	0.0	194		
2970	1325.901405486219	9.526286	0	92616742.5	91739722.0	98063489.0	0	90068717.33333333	94287747.16666669	98063489.0	0	102939131.6	103121281.2	99722378.8	100471063.6	73765509.1111111	105499650.0	0	101927597.2	84782970.0	0	74437669.6	79440176.8	0	103517234.0	101520089.66666669	99563338.66666669	81716251.0	81959354.33333333	96563639.33333331	0	98608800.0	108425668.0	95763476.0	107276703.33333331	99563338.66666669	67407748.66666667	96024753.33333331	98494844.66666669	65423864.0	96563639.33333331	67		
2971	595.5968395732867	9.458614	0	1062120.0833333333	967277.0166666666	187461.85	0	967277.0166666666	1062120.0833333333	187461.85	0	1361446.9	609497.4400000001	224954.22000000003	0.0	1139528.2222222222	4242289.5	0	731966.1866666668	966536.2333333332	0	2051150.8	848457.9	0	1134539.0833333333	507914.5333333334	374923.7	989701.0833333334	1426639.5	0.0	0	0.0	2269078.1666666665	1015829.0666666668	0.0	374923.7	0.0	1979402.1666666667	2853279.0	0.0	0.0	582		
2972	1040.0834447755176	9.476617	0	30780850.191666663	7504788.508333333	13289110.966666669	0	13486986.341666669	24798652.35833333	13289110.966666669	0	7144367.06	14653499.84	16840395.36	15905186.8	28957717.04444445	5825631.5	0	12879420.753333334	23064734.59333333	0	43615815.52	9673201.46	0	19628909.216666665	10051037.633333333	5037210.066666666	41932791.16666666	4958539.383333334	21541011.866666667	0	26463722.266666666	12794096.166666666	5835160.433333334	14266914.833333334	5037210.066666666	13802215.5	70063366.83333333	7846847.166666667	2070231.6	21541011.866666667	6		
2973	592.6143136006428	9.476274	0	65294631.66666666	69985145.5	63270231.0	0	71094523.16666667	64185254.0	63270231.0	0	73193866.0	74289600.0	74748256.0	81765154.0	44924874.66666666	78670460.0	0	74077240.66666667	59454673.46666667	0	38549745.2	58049121.2	0	75798116.0	75611323.0	67567325.33333333	54791147.333333336	64358968.0	58973136.66666666	0	77453860.0	74142372.0	78881010.0	72341636.0	67567325.33333333	47005526.0	62576768.66666666	81037696.66666667	47680239.333333336	58973136.66666666	-1		
2974	1038.0676091214125	9.4775715	0	888169.9249999999	0.0	437108.4666666666	0	483852.9666666666	404316.9583333333	437108.4666666666	0	0.0	436409.56	0.0	524530.1599999999	941776.8111111112	0.0	0	145469.85333333333	739909.4733333333	0	970360.7	724837.5599999999	0	363674.6333333333	0.0	0.0	1412665.2166666668	0.0	874216.9333333332	0	727349.2666666666	0.0	0.0	0.0	0.0	1208062.6	1617267.8333333333	0.0	0.0	874216.9333333332	-1		
2975	1039.0712760823694	9.476064	0	671583.8166666668	0.0	395156.5833333333	0	384188.8	287395.01666666666	395156.5833333333	0	0.0	409565.22	0.0	474187.9	667908.8555555556	0.0	0	136521.74000000002	558807.9466666667	0	689748.04	512487.9	0	341304.35000000003	0.0	0.0	1001863.2833333332	0.0	790313.1666666666	0	682608.7000000001	0.0	0.0	0.0	0.0	854146.5	1149580.066666667	0.0	0.0	790313.1666666666	-1		
2976	1068.114929774454	9.480686	0	92966940.83333331	102458045.75	81673826.16666667	0	96391207.5	99033779.08333331	81673826.16666667	0	95735053.6	118975564.8	107062940.0	126032788.0	53330886.0	116133090.0	0	107257852.8	81751666.93333334	0	45564727.2	73657485.6	0	107745797.66666669	114709001.66666669	91379665.33333331	78188084.0	90207089.83333331	71967987.0	0	96575582.0	118916013.33333331	112147618.66666669	117270384.66666669	91379665.33333331	60012882.66666666	96363285.33333331	116828746.66666669	63585433.0	71967987.0	6		
2977	537.5697009428782	9.48453	0	7872569.916666667	8343832.808333334	7049976.05	0	7891535.625	8324867.100000001	7049976.05	0	8362166.3	9608525.2	8824419.8	9358129.2	5274426.277777778	8660650.0	0	8931703.766666668	6861408.833333333	0	4547417.66	6678679.64	0	9061268.083333334	9395152.333333334	7745678.0	6683871.75	7292513.283333334	6354274.100000001	0	8682847.5	9439688.666666666	8960913.333333334	9829391.333333334	7745678.0	4863700.0	8504043.5	9058681.666666666	5526344.899999999	6354274.100000001	-1		
2978	535.5633133154732	9.484269	0	317271939.1666667	337497508.3333333	292239380.0	0	318291726.6666667	336477720.8333333	292239380.0	0	343406738.0	390240672.0	361797632.0	372024530.0	213635804.44444445	350599550.0	0	365148347.3333333	275562962.6666667	0	178696440.0	275967918.0	0	371409725.0	378562413.3333333	325797460.0	263134153.3333333	296432603.3333333	258681300.0	0	351602933.3333333	391216516.6666667	363854793.3333333	393270033.3333333	325797460.0	194164540.0	332103766.6666667	363544640.0	229320566.66666663	258681300.0	39		
2979	534.5618692001416	9.483436	0	768552002.5	811796159.1666666	713842131.6666666	0	772209322.5	808138839.1666666	713842131.6666666	0	804190388.0	941045352.0	882070604.0	912743032.0	520043012.2222222	866596740.0	0	875768781.3333334	674046600.6666666	0	439503072.0	669893698.0	0	891264623.3333334	901016803.3333334	794281053.3333334	645839381.6666666	722575515.0	633403210.0	0	848457366.6666666	934071880.0	876921593.3333334	925112013.3333334	794281053.3333334	472578683.3333333	819100080.0	890879646.6666666	554271383.3333334	633403210.0	9		
2980	986.0363706889808	9.451706	0	5841606.625	0.0	476047.0833333333	0	287393.625	5554213.0	476047.0833333333	0	0.0	331878.1	0.0	571256.5	7604432.111111111	0.0	0	110626.03333333334	4753078.1	0	13330111.2	357866.6	0	276565.0833333333	0.0	0.0	11406648.166666666	0.0	952094.1666666666	0	553130.1666666666	0.0	0.0	0.0	0.0	596444.3333333334	22216852.0	0.0	0.0	952094.1666666666	22		
2981	556.5428165533334	9.483592	0	3635781.258333333	3431749.15	2577584.95	0	3581395.325	3486135.083333333	2577584.95	0	2915224.7	4038514.0	3715121.44	4208934.94	2209265.411111111	6003510.5	0	3556286.7133333334	3128771.5933333333	0	2794536.5	2382843.34	0	3989491.733333333	3636882.966666667	2528684.1666666665	3282070.783333333	3226615.333333333	2626485.7333333334	0	3970736.133333333	4008247.3333333335	3562529.5	3711236.4333333336	2528684.1666666665	1732526.8333333333	4831614.733333333	5059788.833333333	1393441.8333333333	2626485.7333333334	-1		
2982	1321.9856847823626	9.522454	0	159322.04166666666	387105.6583333334	234271.5166666667	0	273414.425	273013.275	234271.5166666667	0	272858.96	360783.92	0.0	663498.72	0.0	1477053.5	0	211214.29333333336	319636.4733333333	0	0.0	295410.7	0	0.0	528035.7333333334	0.0	318644.0833333333	246175.5833333333	468543.0333333334	0	0.0	0.0	601306.5333333333	454764.93333333335	0.0	0.0	637288.1666666666	492351.1666666667	0.0	468543.0333333334	2		
2983	1421.9775431194282	9.532477	0	194669.19166666665	285617.7833333333	0.0	0	0.0	480286.9749999999	0.0	0	568396.9199999999	0.0	584291.82	0.0	0.0	0.0	0	384229.58	0.0	0	0.0	0.0	0	389338.3833333333	571235.5666666667	0.0	0.0	0.0	0.0	0	0.0	778676.7666666666	0.0	1142471.1333333333	0.0	0.0	0.0	0.0	0.0	0.0	2		
2984	1197.007774286747	9.498137	0	72396695.5	85582750.83333333	72809382.0	0	73089027.5	84890418.83333333	72809382.0	0	79882151.6	93028075.2	92414716.8	90238604.8	51931247.333333336	87410680.0	0	88441647.86666666	67065662.0	0	41260576.8	69697804.4	0	85626730.0	97521565.66666669	75911648.0	59166661.0	73643936.0	69707116.0	0	76581902.0	94671558.0	86992531.33333333	108050600.0	75911648.0	44390356.66666666	73942965.33333333	84391320.0	62896552.0	69707116.0	57		
2985	1198.0106393355686	9.497343	0	76945124.0	87265406.16666667	69500804.33333333	0	75650761.16666667	88559769.0	69500804.33333333	0	87485505.6	107062830.8	97402906.0	77245279.2	51168572.222222224	81031430.0	0	97317080.8	61851665.06666667	0	38284432.0	70025284.0	0	98537353.0	103185189.0	83140320.0	55352895.0	71345623.33333333	55861288.66666666	0	88311146.0	108763560.0	95573426.66666669	110796951.33333331	83140320.0	41084503.333333336	69621286.66666667	77633968.66666667	65057278.0	55861288.66666666	67		
2986	536.5663938437549	9.486891	0	62329001.16666666	66223710.833333336	57594422.0	0	62182076.66666666	66370635.333333336	57594422.0	0	66593752.4	75272906.8	72550400.8	73732960.0	42067248.44444445	68843740.0	0	71472353.33333333	54407585.06666667	0	34856343.2	54633452.0	0	72822809.0	73668311.0	64379526.66666666	51835193.333333336	58779110.66666666	50809317.333333336	0	68083891.33333333	77561726.66666667	70914625.33333333	76421996.66666667	64379526.66666666	38237866.66666666	65432520.0	71491923.33333333	46066298.0	50809317.333333336	39		
