#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
2084	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.981804	0	0	33576000.0	9971940.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf2084	-1	BERKELEY-LAB.mgf	1345.67				8	0	0.984497	732.591	0	CCMSLIB00010103189
813	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.981376	0	0	4896590.0	6758050.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf813	-1	BERKELEY-LAB.mgf	1.02898				7	0	0.000427246	415.212	0	CCMSLIB00010113136
1435	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.981259	0	0	4896590.0	4001960.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf1435	-1	BERKELEY-LAB.mgf	1.10248				6	0	0.000457764	415.212	0	CCMSLIB00010113136
1064	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.98068	0	0	4896590.0	5408090.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf1064	-1	BERKELEY-LAB.mgf	1.02898				7	0	0.000427246	415.212	0	CCMSLIB00010113136
232	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.980379	0	0	4896590.0	539102000.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf232	-1	BERKELEY-LAB.mgf	0.514491				7	0	0.000213623	415.212	0	CCMSLIB00010113136
885	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.980349	0	0	4896590.0	16611400.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf885	-1	BERKELEY-LAB.mgf	1.02898				6	0	0.000427246	415.212	0	CCMSLIB00010113136
680	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.980272	0	0	4896590.0	5319610.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf680	-1	BERKELEY-LAB.mgf	1.02898				7	0	0.000427246	415.212	0	CCMSLIB00010113136
1212	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.980029	0	0	4896590.0	5004460.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf1212	-1	BERKELEY-LAB.mgf	1.17598				7	0	0.000488281	415.212	0	CCMSLIB00010113136
650	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.980022	0	0	4896590.0	7332950.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf650	-1	BERKELEY-LAB.mgf	1.10248				6	0	0.000457764	415.212	0	CCMSLIB00010113136
1554	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.979173	0	0	4896590.0	11755800.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf1554	-1	BERKELEY-LAB.mgf	1.02898				7	0	0.000427246	415.212	0	CCMSLIB00010113136
1747	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.979001	0	0	33576000.0	11629000.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf1747	-1	BERKELEY-LAB.mgf	2.50279				9	0	0.00183105	731.608	0	CCMSLIB00010103189
970	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.978628	0	0	4896590.0	3414370.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf970	-1	BERKELEY-LAB.mgf	0.955484				6	0	0.000396729	415.212	0	CCMSLIB00010113136
1780	spectra_filtered.mgf	*..*		:2493	1621	-1	0	734.568	1	0.97833	0	0	50631400.0	2761680.0	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1780	-1	GNPS-NIST14-MATCHES.mgf	1376.38				11	0	1.01105	733.557	0	CCMSLIB00003136108
1871	spectra_filtered.mgf	*..*		:2493	1621	-1	0	734.568	1	0.978038	0	0	50631400.0	3103240.0	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1871	-1	GNPS-NIST14-MATCHES.mgf	76.9412				12	0	0.0565186	734.625	0	CCMSLIB00003136108
2396	spectra_filtered.mgf	*..*		:2357	957	-1	0	815.7	1	0.977798	0	0	1473320.0	13126700.0	Spectral Match to N-Tetracosanoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2396	-1	GNPS-NIST14-MATCHES.mgf	78.7912				10	0	0.06427	815.636	0	CCMSLIB00003135443
1466	spectra_filtered.mgf	*..*		:2488	931	-1	0	706.537	1	0.976641	0	0	7437560.0	3009560.0	Spectral Match to 1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1466	-1	GNPS-NIST14-MATCHES.mgf	2773.09				9	0	1.95929	704.578	0	CCMSLIB00003135417
1118	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.975494	0	0	4896590.0	1812060.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf1118	-1	BERKELEY-LAB.mgf	1.10248				6	0	0.000457764	415.212	0	CCMSLIB00010113136
1752	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.975178	0	0	33576000.0	46614300.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf1752	-1	BERKELEY-LAB.mgf	1369.78				8	0	1.00214	732.608	0	CCMSLIB00010103189
1541	spectra_filtered.mgf	*..*		:2488	931	-1	0	706.537	1	0.974876	0	0	7437560.0	2455590.0	Spectral Match to 1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1541	-1	GNPS-NIST14-MATCHES.mgf	80.5985				10	0	0.0569458	706.594	0	CCMSLIB00003135417
1637	spectra_filtered.mgf	*..*		:2488	931	-1	0	706.537	1	0.974085	0	0	7437560.0	8825950.0	Spectral Match to 1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1637	-1	GNPS-NIST14-MATCHES.mgf	1338.82				10	0	0.945923	705.591	0	CCMSLIB00003135417
1799	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.973913	0	0	33576000.0	48165100.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf1799	-1	BERKELEY-LAB.mgf	1296.69				8	0	0.948669	732.555	0	CCMSLIB00010103189
1661	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.973384	0	0	33576000.0	25220300.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf1661	-1	BERKELEY-LAB.mgf	1459.38				8	0	1.06769	730.538	0	CCMSLIB00010103189
2083	spectra_filtered.mgf	*..*		:2483	2100	-1	0	732.553	1	0.972276	0	0	127845000.0	4328150.0	Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2083	-1	GNPS-NIST14-MATCHES.mgf	1421.16				9	0	1.04108	733.594	0	CCMSLIB00003136587
2062	spectra_filtered.mgf	*..*		:1145	50386	-1	0	184.074	1	0.971725	0	0	99.2	1433930.0	PHOSPHOCHOLINE M	MONA	temp/spectra_filtered.mgf2062	-1	MONA.mgf	3.64737				6	0	0.000671387	184.073	0	CCMSLIB00006679415
1828	spectra_filtered.mgf	*..*		:26	540	-1	0	184.073	0	0.970556	0	0	2920060.0	544433.0	PHOSPHORYLCHOLINE M+H	GNPS-MSMLS	temp/spectra_filtered.mgf1828	-1	GNPS-MSMLS.mgf	1.98949				6	0	0.000366211	184.073	0	CCMSLIB00005464291
2056	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.970502	0	0	33576000.0	3471320.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf2056	-1	BERKELEY-LAB.mgf	1408.65				8	0	1.03058	730.575	0	CCMSLIB00010103189
2030	spectra_filtered.mgf	*..*		:2572	3351	-1	0	746.574	1	0.970341	0	0	2883830.0	3866520.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2030	-1	GNPS-NIST14-MATCHES.mgf	1312.8				9	0	0.980103	745.594	0	CCMSLIB00003137838
1753	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.969964	0	0	33576000.0	275131000.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf1753	-1	BERKELEY-LAB.mgf	1296.69				8	0	0.948669	732.555	0	CCMSLIB00010103189
472	spectra_filtered.mgf	*..*		:3997	4588	-1	0	524.367	1	0.969497	0	0	2611660.0	1594570.0	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf472	-1	GNPS-NIST14-MATCHES.mgf	9.07903				10	0	0.00476074	524.372	0	CCMSLIB00003139075
1903	spectra_filtered.mgf	*..*		:2572	3351	-1	0	746.574	1	0.969309	0	0	2883830.0	4300080.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1903	-1	GNPS-NIST14-MATCHES.mgf	1338.55				10	0	0.999329	747.573	0	CCMSLIB00003137838
1542	spectra_filtered.mgf	*..*		:2488	931	-1	0	706.537	1	0.968284	0	0	7437560.0	43225500.0	Spectral Match to 1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1542	-1	GNPS-NIST14-MATCHES.mgf	1339.59				9	0	0.946472	705.591	0	CCMSLIB00003135417
2089	spectra_filtered.mgf	*..*		:1742	5663	-1	0	758.567	1	0.968196	0	0	1093110.0	9500840.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2089	-1	GNPS-NIST14-MATCHES.mgf	1414.02				6	0	1.07263	759.64	0	CCMSLIB00003140150
1986	spectra_filtered.mgf	*..*		:2488	931	-1	0	706.537	1	0.967266	0	0	7437560.0	3811280.0	Spectral Match to 1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1986	-1	GNPS-NIST14-MATCHES.mgf	2799.61				8	0	1.97803	704.559	0	CCMSLIB00003135417
1484	spectra_filtered.mgf	*..*		:6670	7116	-1	0	391.284	1	0.966917	0	0	91935400.0	16265300.0	DEHP CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1484	-1	BERKELEY-LAB.mgf	0.779934				6	0	0.000305176	391.284	0	CCMSLIB00010109104
2277	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.966331	0	0	33576000.0	2838270.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf2277	-1	BERKELEY-LAB.mgf	1345.92				7	0	0.98468	732.591	0	CCMSLIB00010103189
1434	spectra_filtered.mgf	*..*		:3612	5001	-1	0	678.507	1	0.965371	0	0	1013880.0	5698060.0	Spectral Match to 1,2-Ditetradecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1434	-1	GNPS-NIST14-MATCHES.mgf	0.35982				6	0	0.000244141	678.507	0	CCMSLIB00003139488
1651	spectra_filtered.mgf	*..*		:3265	4650	-1	0	706.538	1	0.965187	0	0	922457.0	31508600.0	Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1651	-1	GNPS-NIST14-MATCHES.mgf	78.0068				7	0	0.0551147	706.593	0	CCMSLIB00003139137
2404	spectra_filtered.mgf	*..*		:8438	1178	-1	0	813.683	1	0.964933	0	0	690238.0	33259700.0	Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2404	-1	GNPS-NIST14-MATCHES.mgf	1168.15				6	0	0.9505	814.633	0	CCMSLIB00003135664
2458	spectra_filtered.mgf	*..*		:8438	1178	-1	0	813.683	1	0.964305	0	0	690238.0	16682600.0	Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2458	-1	GNPS-NIST14-MATCHES.mgf	1234.31				6	0	1.00433	814.687	0	CCMSLIB00003135664
2244	spectra_filtered.mgf	*..*		:2572	3351	-1	0	746.574	1	0.964205	0	0	2883830.0	142907000.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2244	-1	GNPS-NIST14-MATCHES.mgf	42.8389				7	0	0.0319824	746.606	0	CCMSLIB00003137838
2259	spectra_filtered.mgf	*..*		:8438	1178	-1	0	813.683	1	0.9641	0	0	690238.0	10934800.0	Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2259	-1	GNPS-NIST14-MATCHES.mgf	1310.82				6	0	1.06659	812.616	0	CCMSLIB00003135664
2313	spectra_filtered.mgf	*..*		:2501	85	-1	0	772.586	1	0.963856	0	0	12134500.0	25468700.0	Spectral Match to 1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2313	-1	GNPS-NIST14-MATCHES.mgf	45.5836				9	0	0.0352173	772.621	0	CCMSLIB00003134571
2231	spectra_filtered.mgf	*..*		:8438	1178	-1	0	813.683	1	0.962826	0	0	690238.0	21259300.0	Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2231	-1	GNPS-NIST14-MATCHES.mgf	1310.97				6	0	1.06671	812.616	0	CCMSLIB00003135664
2215	spectra_filtered.mgf	*..*		:2572	3351	-1	0	746.574	1	0.962372	0	0	2883830.0	66951300.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2215	-1	GNPS-NIST14-MATCHES.mgf	2655.52				8	0	1.98254	744.591	0	CCMSLIB00003137838
1847	spectra_filtered.mgf	*..*		:1742	5663	-1	0	758.567	1	0.962218	0	0	1093110.0	182530000.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1847	-1	GNPS-NIST14-MATCHES.mgf	4.18398				7	0	0.00317383	758.57	0	CCMSLIB00003140150
2407	spectra_filtered.mgf	*..*		:2380	110	-1	0	788.612	1	0.961678	0	0	577352.0	12418900.0	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2407	-1	GNPS-NIST14-MATCHES.mgf	1347.3				7	0	1.0625	789.674	0	CCMSLIB00003134596
2046	spectra_filtered.mgf	*..*		:3265	4650	-1	0	706.538	1	0.96153	0	0	922457.0	3122610.0	Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2046	-1	GNPS-NIST14-MATCHES.mgf	51.8317				7	0	0.0366211	706.575	0	CCMSLIB00003139137
2216	spectra_filtered.mgf	*..*		:8438	1178	-1	0	813.683	1	0.961066	0	0	690238.0	22443300.0	Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2216	-1	GNPS-NIST14-MATCHES.mgf	1243.68				6	0	1.01196	812.671	0	CCMSLIB00003135664
1932	spectra_filtered.mgf	*..*		:2626	5749	-1	0	784.584	1	0.960698	0	0	25358800.0	65143400.0	Spectral Match to Arachidonoylthio-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1932	-1	GNPS-NIST14-MATCHES.mgf	1.71145				6	0	0.00134277	784.585	0	CCMSLIB00003140236
2150	spectra_filtered.mgf	*..*		:8144	2056	-1	0	786.599	1	0.960499	0	0	3596160.0	8164150.0	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2150	-1	GNPS-NIST14-MATCHES.mgf	1200.92				6	0	0.944641	785.654	0	CCMSLIB00003136543
