formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C7H4O2	[M + H3N + H]+	C7H8NO2+	Shikimates and Phenylpropanoids	0.808	Phenolic acids (C6-C1)	0.937	Simple phenolic acids	0.956	Benzenoids	0.810							Benzenoids	0.810	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	138.055	31	0.518	847477408368685575	847477216009507296	847477216009507295	12	
3	C7H15NO3	[M + H]+	C7H16NO3+	Fatty acids	0.999	Fatty esters	0.842	Fatty acyl carnitines	0.994	Organic acids and derivatives	0.999	Hydroxy acids and derivatives	0.858	Beta hydroxy acids and derivatives	0.789			Beta hydroxy acids and derivatives	0.789	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	162.113	31	0.520	847477404937744561	847477216139530728	847477216135336423	14	
3	C5H4N4O	[M + H]+	C5H5N4O+	Alkaloids	0.960	Pseudoalkaloids (transamidation)	0.891	Purine alkaloids	0.967	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.896	Purines and purine derivatives	0.874	Purinones	0.836	6-oxopurines	0.705	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.046	31	0.520	847477406187647218	847477216072421860	847477216068227555	13	
2	C8H8O3S	[M + H3N + H]+	C8H12NO3S+	Shikimates and Phenylpropanoids	0.791	Phenolic acids (C6-C1)	0.102	Simple phenolic acids	0.179	Benzenoids	0.836							Benzenoids	0.836	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	202.053	32	0.527	847477408087667162	847477216256971248	847477216252776943	16	
3	C9H17NO4	[M + H]+	C9H18NO4+	Fatty acids	0.999	Fatty esters	0.999	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.987	Fatty Acyls	0.987	Fatty acid esters	0.908	Acyl carnitines	0.981	Acyl carnitines	0.981	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	204.123	32	0.529	847477406305087765	847477216198250988	847477216198250987	15	
2	C10H17N5O5	[M + H3N + H]+	C10H21N6O5+	Carbohydrates	0.896	Nucleosides	0.941	Purine nucleosides	0.566	Organoheterocyclic compounds	0.926	Azoles	0.572	Imidazoles	0.393	Substituted imidazoles	0.578	N-substituted imidazoles	0.503	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305.157	32	0.529	847477418514707986	847477216361828856	847477216361828855	18	
3	C8H16N6O4	[M + H]+	C8H17N6O4+	Alkaloids	0.464	Small peptides	0.231	Polyamines	0.119	Organic 1,3-dipolar compounds	0.633	Allyl-type 1,3-dipolar organic compounds	0.525	Organic nitro compounds	0.584	Nitramines	0.514	Nitramines	0.514	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Guanidines; Organic nitro compounds; Amines; Nitramines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	261.131	32	0.533	847477409031385700	847477216483463680	847477216479269375	20	
1	C9H15NO2	[M + H3N + H]+	C9H19N2O2+	Alkaloids	0.554	Small peptides	0.179	Aminoacids	0.187	Organic acids and derivatives	0.970	Carboxylic acids and derivatives	0.963	Amino acids, peptides, and analogues	0.626	Amino acids and derivatives	0.626	Amino acids and derivatives	0.626	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	187.144	32	0.533	847477425926043864	847477216311497204	847477216307302899	17	
1	C11H19NO3	[M + H3N + H]+	C11H23N2O3+	Alkaloids	0.861	Ornithine alkaloids	0.714	Pyrrolidine alkaloids	0.447	Organic acids and derivatives	0.969	Carboxylic acids and derivatives	0.954	Carboxylic acid derivatives	0.696			Carboxylic acid derivatives	0.696	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	231.170	32	0.535	847477410423894762	847477216923865632	847477216919671327	28	
1	C10H17NO4	[M + Na]+	C10H17NNaO4+	Amino acids and Peptides	0.606	Small peptides	0.164	Piperidine alkaloids	0.109	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.593	Amino acids and derivatives	0.589	Alpha amino acids and derivatives	0.502	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	238.105	32	0.535	847477409727640198	847477216592515592	847477216592515591	22	
1	C10H22O5	[M + H3N + H]+	C10H26NO5+	Fatty acids	0.982	Fatty acyls	0.914	Fatty alcohols	0.952	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Ethers	0.848	Dialkyl ethers	0.825	Polyethylene glycols	0.514	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	240.180	32	0.536	847477406217007369	847477216873533980	847477216873533979	27	
1	C9H18N2O2	[M + Na]+	C9H18N2NaO2+	Amino acids and Peptides	0.979	Small peptides	0.982	Aminoacids	0.971	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.912	Amino acids and derivatives	0.912	Alpha amino acids and derivatives	0.530	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	209.126	32	0.536	847477455005156769	847477216420549116	847477216420549115	19	
1	C8H12O3	[M + H3N + H]+	C8H16NO3+	Fatty acids	0.982	Fatty Acids and Conjugates	0.661	Lactones	0.646	Organic acids and derivatives	0.947	Carboxylic acids and derivatives	0.939	Carboxylic acids	0.696			Carboxylic acids	0.696	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	174.113	32	0.538	847477406326059320	847477216714150416	847477216714150415	24	
1	C8H18O4	[M + H3N + H]+	C8H22NO4+	Fatty acids	0.997	Fatty acyls	0.823	Fatty alcohols	0.937	Lipids and lipid-like molecules	0.660	Fatty Acyls	0.601					Fatty Acyls	0.601	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	196.154	32	0.538	847477404711252141	847477216823202328	847477216823202327	26	
1	C13H25NO4	[M + H3N + H]+	C13H29N2O4+	Alkaloids	0.362	Ornithine alkaloids	0.627	Pyrrolidine alkaloids	0.258	Lipids and lipid-like molecules	0.726	Fatty Acyls	0.739					Fatty Acyls	0.739	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	277.212	32	0.540	847477415947793661	847477216772870676	847477216772870675	25	
1	C6H3NO	[M + H3N + H]+	C6H7N2O+	Alkaloids	0.831	Nicotinic acid alkaloids	0.657	Pyridine alkaloids	0.656	Benzenoids	0.607							Benzenoids	0.607	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Nitriles; Benzenoids; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	123.056	32	0.541	847477405105516731	847477217041306152	847477217037111847	30	
5	C10H10N6O2	[M + H3N + H]+	C10H14N7O2+	Alkaloids	0.966	Pseudoalkaloids (transamidation)	0.963	Purine alkaloids	0.935	Organoheterocyclic compounds	0.998	Imidazopyrimidines	0.837	Purines and purine derivatives	0.866	Purinones	0.781	6-oxopurines	0.683	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	264.121	32	0.541	847477414395900943	847477216974197284	847477216970002979	29	
2	C9H16BFO2	[M - H2O + H]+	C9H15BFO+	Terpenoids	0.918	Monoterpenoids	0.841	Pinane monoterpenoids	0.573	Organic salts	0.982	Organic metal salts	0.979	Organic metalloid salts	0.979			Organic metalloid salts	0.979	Organic compounds; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organometallic compounds; Organometalloid compounds; Organofluorides; Organoboron compounds; Alkyl halides; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Chemical entities	168.123	32	0.542	847477405457838279	847477217175523888	847477217171329583	32	
1	C10H22O6	[M + H3N + H]+	C10H26NO6+	Fatty acids	0.991	Fatty acyls	0.901	Fatty alcohols	0.922	Lipids and lipid-like molecules	0.432	Glycerolipids	0.543	Glycerol ethers	0.541			Glycerol ethers	0.541	Organic compounds; Alcohols and polyols; Glycerolipids; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Glycerol ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	256.176	33	0.548	847477427691846056	847477217112609324	847477217112609323	31	
2	C8H15NO3	[M + Na]+	C8H15NNaO3+	Fatty acids	0.638	Fatty amides	0.389	Aminoacids	0.284	Lipids and lipid-like molecules	0.833	Fatty Acyls	0.842	Fatty acids and conjugates	0.768	Amino fatty acids	0.513	Amino fatty acids	0.513	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	196.095	33	0.548	847477407852786068	847477217225855540	847477217221661235	33	
1	C12H23NO3	[M + H3N + H]+	C12H27N2O3+	Alkaloids	0.379	Ornithine alkaloids	0.565	Pyrrolidine alkaloids	0.405	Lipids and lipid-like molecules	0.516							Lipids and lipid-like molecules	0.516	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	247.202	33	0.549	847477416413361469	847477217322324540	847477217322324539	35	
1	C12H18O4	[M + H3N + H]+	C12H22NO4+	Fatty acids	0.984	Fatty Acids and Conjugates	0.819	Dicarboxylic acids	0.696	Organic acids and derivatives	0.989	Carboxylic acids and derivatives	0.983	Dicarboxylic acids and derivatives	0.615			Dicarboxylic acids and derivatives	0.615	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	244.154	33	0.550	847477415058601131	847477217276187192	847477217276187191	34	
1	C9H12O3	[M + H3N + H]+	C9H16NO3+	Fatty acids	0.465	Fatty esters	0.194	Macrolide lactones	0.371	Organic acids and derivatives	0.881	Carboxylic acids and derivatives	0.850	Carboxylic acid derivatives	0.602			Carboxylic acid derivatives	0.602	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	186.113	33	0.551	847477408762950189	847477217427182148	847477217427182147	37	
1	C8H14O2	[M + H3N + H]+	C8H18NO2+	Fatty acids	0.998	Fatty esters	0.904	Lactones	0.952	Organic acids and derivatives	0.953	Carboxylic acids and derivatives	0.947	Carboxylic acid derivatives	0.596	Carboxylic acid esters	0.573	Carboxylic acid esters	0.573	Organic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	160.133	33	0.552	847477431991008382	847477217372656192	847477217372656191	36	
1	C11H21NO3	[M + H3N + H]+	C11H25N2O3+	Amino acids and Peptides	0.721	Small peptides	0.854	Aminoacids	0.621	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.837	Amino acids and derivatives	0.836	Alpha amino acids and derivatives	0.549	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	233.186	33	0.553	847477405743050972	847477217477513800	847477217473319495	38	
2	C8H10O2	[M + H]+	C8H11O2+	Fatty acids	0.852	Cyclic polyketides	0.270	Unsaturated fatty acids	0.508	Organic acids and derivatives	0.374	Carboxylic acids and derivatives	0.362	Monocarboxylic acids and derivatives	0.501			Monocarboxylic acids and derivatives	0.501	Organic compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	139.075	33	0.554	847477427473742211	847477216651235852	847477216651235851	23	
3	C9H11F3O	[M + H3N + H]+	C9H15F3NO+	Terpenoids	0.845	Monoterpenoids	0.673	Halogenated fatty acids	0.097	Organohalogen compounds	1.000	Alkyl halides	0.997	Alkyl fluorides	0.996			Alkyl fluorides	0.996	Organic compounds; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	210.110	33	0.556	847477453809779649	847477217527845452	847477217523651147	39	
