	PET_vs_PS_fold_change_log2	PET_vs_PS_p_value	PET_vs_Untreated_fold_change_log2	PET_vs_Untreated_p_value	PS_vs_Untreated_fold_change_log2	PS_vs_Untreated_p_value
Erucoylacetone	-0.284222808713933	0.676582131224087	-0.280222040036419	0.682892524475582	0.00400076867751372	0.999932012979779
Spinetoram J	-0.104147062781256	0.940886648717849	0.0933648568143092	0.945354872437609	0.197511919595565	0.796581200446925
boceprevir	0	1	0.722170469849401	0.109216589178335	0.722170469849401	0.109216589178335
(3S,4S,7R,9R,12S,13S,16R,18R)-3,9,12-Trimethyl-18-ethyl-4,7:13,16-diepoxy-1,10-dioxacyclooctadecane-2,11-dione	-0.161599650719352	0.889391089714411	0.192678469237184	0.810799281175138	0.354278119956536	0.551682859132638
D-galactosyl-N-hexadecanoylsphinganine	0.414610552690738	0.368735526719221	0.0848856608776191	0.961636339288114	-0.329724891813119	0.494870537785959
N-dodecanoylsphinganine	0.504498082366011	0.248205063990602	0.0107052250473773	0.999435710640676	-0.493792857318634	0.258189688873701
(2E,10Z,13Z)-2-[(6Z,9Z)-pentadeca-6,9-dienyl]nonadeca-2,10,13-trienal	-0.130457329284312	0.898361944046488	-0.491332649075117	0.361435851738358	-0.360875319790805	0.580874148450179
2,3-dinor-8-epi-prostaglandin F2alpha	0.229828413647601	0.575896669285544	-0.087164005046456	0.93316355404302	-0.316992418694057	0.395951444210689
pentaethylene glycol	-0.415037499278844	0.554443578361112	-0.186385097064112	0.860989065646489	0.228652402214732	0.844922893134169
3,6,9,12,15-octadecapentaenoic acid	0.0565587711237748	0.952708522866418	-0.21075787317911	0.596824877599366	-0.267316644302885	0.440724937414103
Cytospolide C	-0.120104636190465	0.923176184627782	0.0397159294242764	0.990170568747115	0.159820565614741	0.865924690439652
(2E)-geranyl hexadecanoate	-0.196437273348875	0.688411759567662	-0.293879970997631	0.479785005220026	-0.0974426976487562	0.924245012707024
dimyristoyl phosphatidylcholine	-0.0246270127119202	0.993900733330735	0.437473481823908	0.148576438418733	0.462100494535828	0.129878341426244
3-hydroxydodecanoylcarnitine	-0.277472395771136	0.409366527870533	0.205642627499735	0.492769774177936	0.483115023270871	0.0920321250360524
O-dodecanoylcarnitine	-0.118808646577049	0.924409550312105	-0.0776737223669218	0.965782123198497	0.0411349242101272	0.991009371206205
acetylcholine	-0.172716834969487	0.88614580817292	0.103976547327742	0.947768436584936	0.276693382297229	0.724306177370699
N-hexadecanoylsphingosine-1-phosphocholine	0.0165800464349377	0.998297782058041	-0.117308683011356	0.926102362126862	-0.133888729446294	0.904149781345156
Ximenynic acid	0.208342393957003	0.604773349477375	-0.150330298438774	0.806903190271705	-0.358672692395777	0.303649716192545
N-hexadecanoylphytosphingosine-1-phosphocholine	-0.0745576869638401	0.968037585088185	0.210936351247938	0.738675775689559	0.285494038211778	0.601082649970279
1-(3-O-sulfo-beta-D-galactosyl)-N-docosanoylsphingosine(1-)	0.0658917310658398	0.889481766104176	0.702648369330447	0.00188597570551607	0.636756638264607	0.00282017728602868
bis(2-ethylhexyl) phthalate	-0.503026758980237	0.128813748034854	0.0667195112529425	0.927208066310895	0.56974627023318	0.0801627240788544
diisononyl phthalate	-0.767600323284296	0.00822975450651253	-0.258910677473427	0.230824855124201	0.508689645810869	0.0691907096913417
N-(2-hydroxytetradecanoyl)icosasphinganine	0.500510011828756	0.219646937961104	0.415050983947283	0.345342956559469	-0.0854590278814733	0.927389333480852
N-oleoyl-(4E,14Z)-sphingadienine-1-phosphocholine	-0.54751241001404	0.0490859225854263	0.343496067245442	0.0871177520765092	0.891008477259482	0.00302347706853068
N-(docosanoyl)ethanolamine	0.0656071286445105	0.97808451928902	0.0893896279993951	0.959170864560851	0.0237824993548848	0.996897168451346
Fusaridioic acid C	0.230655966899283	0.601248424426039	-0.0639347468907666	0.966051246676476	-0.29459071379005	0.467470513529806
1,2-dipalmitoleoyl-sn-glycero-3-phosphocholine	-0.114905547194491	0.902028609625412	0.444736271240578	0.179358517906152	0.559641818435068	0.102850574165552
N-octadecanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	-0.220066037283675	0.782552395279091	0.127184344337749	0.898906013213089	0.347250381621425	0.534926694030683
2-edahma [dmed-fahfa]	0.415037499278844	0.482727279503212	0	1	-0.415037499278844	0.482727279503212
tetraglyme	-0.404870209710494	0.429968768015998	-0.417920869138488	0.412667960669423	-0.0130506594279939	0.999244478097975
6-{(1S,5S)-4-oxo-5-[(2Z)-pent-2-en-1-yl]cyclopent-2-en-1-yl}hexanoate	0.260541958100086	0.495820727746068	-0.12119613897859	0.879400586866198	-0.381738097078676	0.28442081836841
N-(2R-methyl-3-hydroxy-ethyl)-16,16-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl amine	0.210971798155119	0.592274346372086	-0.195982108284372	0.70379459492515	-0.406953906439491	0.234933439690051
Tricosanoyl-EA	-0.0760883631848927	0.964490822043292	0.14838762434633	0.854333326771227	0.224475987531222	0.717521911361657
1,2-dioleoylglycerol	0.283559236219064	0.604658550521515	0.466846568100561	0.261724124587127	0.183287331881497	0.740507928074438
1-stearoyl-2-arachidonoyl-sn-glycerol	0.346523631266169	0.326946545259201	0.634736554018942	0.0426408382024935	0.288212922752772	0.305854387606607
N-palmitoylhexadecasphinganine	0.498069680636238	0.17812836501725	0.423337558817519	0.277899510746749	-0.0747321218187193	0.93301097526602
soblidotin	-0.287525534398849	0.54112109705219	0.205233586791931	0.636196025440751	0.492759121190781	0.179928162582997
PC(18:1(9Z)/13:0)	-0.260974408656498	0.523771769810356	0.156699390403148	0.71983746052273	0.417673799059647	0.208032754946024
HexCer(d18:1/16:0)	-0.498203717911838	0.044804737131211	-0.538077493250539	0.0348106947604475	-0.0398737753387009	0.976368411068827
N-tetradecanoylsphinganine	0.309258313046557	0.293433143226201	-0.0959442289488674	0.897435502350794	-0.405202541995424	0.168119066844431
1,2-di-O-pentadecanoyl-sn-glycero-3-phosphocholine	-0.320283028982021	0.452929661842194	-0.240438803280602	0.608861349340146	0.0798442257014188	0.953820677960811
C16 phytosphingosine	-0.144822084213281	0.917280555340242	0.0415895589751383	0.99182737448881	0.18641164318842	0.864318609660094
cholesterol-2,2,3,4,4,6-d6	-0.515313731193661	0.0663260631469591	-0.262393052844954	0.326299399385824	0.252920678348707	0.461023202412457
1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine(1-)	-0.279255203879759	0.536482448950861	0.238874855793574	0.522580885964059	0.518130059673333	0.136899644000247
1,2-dioleoyl-sn-glycero-3-phospho-L-serine	-0.299525566557841	0.659457366031305	-0.0019922618351804	0.99997575579958	0.297533304722661	0.663225418509616
PC(16:1(9Z)/17:1(9Z))	-0.339675794518613	0.550889398051678	0.0286832619313899	0.99396444896386	0.368359056450003	0.495339261826149
15-tetracosenal	-0.146658377988474	0.917031283841834	0.069418404676866	0.977482769447963	0.216076782665339	0.823777855155346
(25R)-24R,26R-dimethyl-26,27-cyclo-cholest-5-en-3beta-ol	-0.0874920672833195	0.961515421353377	0.172876210142962	0.835854512967185	0.260368277426281	0.690174046103325
N-stearoylhexadecasphinganine	0.194930811208558	0.863623315844893	-0.0389610574146962	0.99491685442741	-0.233891868623254	0.815803473213007
1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine zwitterion	0.0915702480485265	0.94210310994525	0.274633815195109	0.571343331397534	0.183063567146583	0.757345669172587
(9E)-10-nitrooctadecenoic acid	-0.0306892612546679	0.991265823251562	-0.176023313561216	0.778357811658522	-0.145334052306548	0.844072585468506
Microcyclamide GL628	0.415037499278844	0.482727279503212	0	1	-0.415037499278844	0.482727279503212
1,2-di-O-palmitoyl-sn-glycero-3-phosphocholine	-0.249381516555449	0.667501404952583	0.220207024435317	0.647963400752708	0.469588540990766	0.245346874798247
1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	0.129077516179685	0.86516264991302	0.0323051621866259	0.99135771007103	-0.0967723539930587	0.919332583102078
4-(trimethylammonio)butanoate	-0.152758433665212	0.851314962431218	0.224936380321903	0.648564610133589	0.377694813987115	0.368863140118067
PC(P-16:0/20:5(5Z,8Z,11Z,14Z,17Z))	0.0322399725010581	0.994097121715298	0.330706291919425	0.50475218717567	0.298466319418367	0.560144798492762
N-nonadecanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	-0.487855207612634	0.207890661810731	-0.250036426412284	0.561192326754401	0.23781878120035	0.68020564715754
3-alpha-D-glucuronosyl-2-palmitoyl-1-stearoyl-sn-glycerol	-0.39468607090989	0.205755668437047	0.104521692167007	0.819208882930273	0.499207763076896	0.0944713276693319
11E,17-Octadecadien-9-ynoic acid	0.125611432022722	0.81770201957669	-0.19916074902558	0.676244493641086	-0.324772181048302	0.361206473981332
2-(Tetradecanoylamino)-3-methylbutyric acid 2-deoxy-2-(butyrylamino)-alpha-D-glucopyranosyl ester	-0.0137650641607165	0.998433996364378	-0.209757728182782	0.739235783021102	-0.195992664022065	0.768738247957044
PC(15:0/17:1(9Z))	-0.0613277601171444	0.976370043695977	0.100002046551375	0.931875256171323	0.16132980666852	0.841125800415417
N-oleoylglycinate	-0.223828786595292	0.676705742349123	-0.215157984373111	0.694464880661402	0.00867080222218019	0.999461098033178
1,2-bis-[(9Z,11Z)-octadecadienoyl]-sn-glycero-3-phosphoethanolamine	0.056784149397213	0.963916381214526	0.526169379803438	0.0664492497923123	0.469385230406225	0.09215403005345
1-pentadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine	-0.313646038400757	0.497245667649282	-0.324430545730819	0.478480625947964	-0.0107845073300622	0.999258150001735
(2Z,10Z,13Z)-2-tridecylnonadeca-2,10,13-trienal	-0.195261398225758	0.696117259395058	-0.119391818492207	0.862422837939415	0.0758695797335508	0.948335137381313
DG(20:0/18:3(6Z,9Z,12Z)/0:0)	0.297512414825914	0.429758358118617	0.267767376779362	0.502327042778897	-0.0297450380465522	0.988351720938937
1-(1Z-hexadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	-0.00475165935209779	0.999873223681318	0.342160760348439	0.477840861787195	0.346912419700537	0.470210080898986
1-(1Z-hexadecenyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine	0.172143430882139	0.853006987471963	0.162629850784635	0.868160052376822	-0.00951358009750466	0.999442235280044
11-tetradecynoic acid	-0.0335752819524788	0.989782018046143	-0.316992028065129	0.510264349457996	-0.28341674611265	0.584085938913833
lysophosphatidylethanolamine (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	-0.137143516627146	0.918040211271453	-0.00285769974173913	0.999958676557596	0.134285816885407	0.921388018560829
PC(17:1(9Z)/17:1(9Z))	-0.205747930592213	0.684500374108113	0.0422433814186855	0.98004082757562	0.247991312010898	0.576552991125132
N-[(9Z)-hexadecenoyl]glycinate	0.0619252963175775	0.958412311081071	-0.121686822900764	0.867598310305426	-0.183612119218342	0.720996824225729
Ebastine	-0.153858354511301	0.810669372439615	-0.0958848409715524	0.917008141520627	0.0579735135397492	0.971662782583377
N-(2-hydroxyhexadecanoyl)sphinganine	0.296008020854175	0.430383989282697	-0.0745799833146043	0.953680021618231	-0.370588004168779	0.30637585532588
PE(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))	0.0214678748073819	0.996720308886772	0.485383959506882	0.178865420352156	0.4639160846995	0.197201848104669
batzelladine A	-0.0040915394053645	0.99978551820945	-0.166492278109401	0.73964083552058	-0.162400738704037	0.750619970018897
PC(17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	-0.0816125393728072	0.967898380778742	0.196740391197615	0.800260565685655	0.278352930570422	0.664513155147594
PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))	-0.277713069608625	0.408949787590136	0.0188761667878097	0.994107764713962	0.296589236396434	0.363445521420283
LysoPA(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	-0.0683346391488895	0.975297642130913	0.0863043155162419	0.956696318882415	0.154638954665131	0.874967671867955
9-[(9Z),(12Z)-octadecadienoyloxy]-octadecanoate	0.345032184535183	0.47829127265283	-0.0298557320403344	0.995194831253522	-0.374887916575517	0.43239009141519
1-hexadecyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphocholine	-0.0253031801728898	0.993188646787138	0.495113468919192	0.0872380496182954	0.520416649092082	0.0757710024408117
1-[(9Z)-octadecenoyl]-2-[(6Z,9Z)-octadecadienoyl]-sn-glycero-3-phosphocholine	-0.312067823103119	0.375027905468945	-0.075042270184611	0.924925104825252	0.237025552918508	0.562039676963529
1-heptadecanoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine zwitterion	0.190112582934678	0.701417404087118	0.517474879548329	0.0978392635231953	0.327362296613651	0.277958848769391
(2E,10Z,13Z)-2-[(Z)-pentadec-6-enyl]nonadeca-2,10,13-trienal	-0.12411119726596	0.885082473966003	0.11495366440666	0.883771861996788	0.23906486167262	0.629373953948308
palmitoleoyl ethanolamide	-0.2020277558016	0.717833608792853	0.262237989292495	0.486506516936431	0.464265745094095	0.189254561163984
N-tetradecanoylicosasphinganine	0.0639861815812401	0.9542125447911	-0.237903179523721	0.613954567125647	-0.301889361104961	0.458018469272741
PC(P-18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	-0.128096238940832	0.904418519965351	0.0126733517600935	0.998898462801189	0.140769590700926	0.885184520989636
12-(octadecanoyloxy)octadecanoate	0.493972621424595	0.179302469978618	0.258090262365572	0.610572672549952	-0.235882359059023	0.564313670574536
Putative (3-hydroxyoctadecanoyl)glycine	-0.194922689652502	0.78634844465646	-0.11505325411499	0.913258698516693	0.0798694355375111	0.962198343871802
PC(P-18:1(9Z)/18:3(6Z,9Z,12Z))	-0.0369362550500957	0.991057567207631	0.259436573750178	0.605937720372833	0.296372828800273	0.53573855527876
1-(1Z-hexadecenyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine	0.0836797389117493	0.930376533000001	0.276403691421706	0.451512916880452	0.192723952509957	0.646757996584722
PC(19:0/18:4(6Z,9Z,12Z,15Z))	-0.0268130198783113	0.997106122133072	0.244445898407967	0.757400471712	0.271258918286278	0.716878862006648
11-Oxooctadecanoic acid	0.240228092489022	0.53856046982813	-0.0771998037651624	0.945110913060278	-0.317427896254184	0.381061257448811
PC(P-16:0/20:3(5Z,8Z,11Z))	-0.00274844598993243	0.999907374269917	0.518523956277011	0.0582086152612579	0.521272402266943	0.0572783143500859
PC(P-18:1(9Z)/18:2(9Z,12Z))	0.120210060527828	0.832706531749141	0.473803109810302	0.0877241873207244	0.353593049282474	0.18489260178461
PC(P-18:1(9Z)/16:1(9Z))	0.105292481662904	0.926252173076464	0.416010027153639	0.295261935946809	0.310717545490735	0.454507949058496
Cer(d18:0/15:0)	0.509164751414666	0.195926476988247	0.347565232442915	0.455347943823072	-0.161599518971751	0.76774043110633
(1R,4aR,5S)-5-(3-hydroxy-3-methylpent-4-enyl)-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid	0.216729595188618	0.543986141046215	-0.114947848413072	0.863028974839596	-0.33167744360169	0.304248197690506
1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine zwitterion	0.253185446909922	0.58284018234732	0.00558755169107839	0.999757420125212	-0.247597895218844	0.594502502402023
PC(17:1(9Z)/14:0)	0.264251837282214	0.560832377023706	0.224478419078428	0.658820458887612	-0.0397734182037857	0.983308602037941
PC(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))	-0.0604240333021715	0.977382888012862	0.255901465683038	0.62274079992096	0.31632549898521	0.511087623923076
1-[(1Z)-hexadecenyl]-2-[(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine	-0.0526540709117469	0.976356312601136	0.324484128846739	0.368388616807348	0.377138199758487	0.287713720009755
Alpha-Linolenoyl ethanolamide	-0.148510865686335	0.872082137942786	0.286653054526302	0.530633686304504	0.435163920212636	0.302233886767997
Termitomycesphin A	0.536649923339041	0.167897636296645	0.639827033242601	0.0883761153655653	0.10317710990356	0.872372176846608
PC(P-18:1(9Z)/20:3(5Z,8Z,11Z))	-0.0478619419623808	0.978485873504368	0.270627386573843	0.465872378689725	0.318489328536224	0.373466445773854
PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))	-0.382996138078657	0.32032983397512	-0.407745279378985	0.287919915026025	-0.0247491413003283	0.995659671845403
phosphocholine	0.131712256087827	0.896396327807094	0.146713438227516	0.872401627915224	0.0150011821396889	0.998402331849335
PC(12:0/22:1(11Z))	0.0401018718554437	0.989852895921414	0.116330724913457	0.914570421539568	0.0762288530580136	0.961028577424032
Trichodecenin-II	0.131854862195825	0.868457870295513	0.484437529511602	0.162670963311436	0.352582667315778	0.307477544356559
PE(20:0/18:4(6Z,9Z,12Z,15Z))	0.128063434745253	0.88100315882248	0.492984980755419	0.164323563232836	0.364921546010166	0.300405926694979
aleplasinin	0.154134508408278	0.89398954646569	-0.0520956677341483	0.988782344657272	-0.206230176142426	0.826117274423682
Palmityl linolenate	0.221981360720124	0.630584002576484	-0.142740801840166	0.85558578415378	-0.364722162560291	0.359212708317931
N-henicosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	-0.517739586018478	0.079349606017828	-0.454703939289272	0.113147783765025	0.0630356467292061	0.958245880734227
PC(22:1(11Z)/12:0)	-0.0299239488556712	0.996293988745248	0.572596634287617	0.205945656446052	0.602520583143289	0.185694153744406
dioleoyl phosphatidylethanolamine	0.144862424173533	0.836737737966268	0.162362130780825	0.798621644518188	0.0174997066072915	0.997006659971701
Senkyunolide h	0.223361209603394	0.760868922686737	0.149049219002513	0.888168826473511	-0.0743119906008815	0.965709246285245
1-octadecyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphocholine	-0.198045226323381	0.656050826648718	0.354801872837215	0.200061201960541	0.552847099160596	0.0632967639370793
PC(P-18:1(9Z)/18:1(9Z))	0.0231367017052182	0.994174229056203	0.472370291116174	0.106320167649259	0.449233589410955	0.121254047648062
1-octadecanoyl-2-[(8Z,10Z,12Z,14Z)-eicosatetraenoyl]-sn-glycero-3-phosphocholine	-0.348481418899374	0.329828375568805	-0.289347270113767	0.433674024132376	0.059134148785606	0.969042432758883
1-octadecanoyl-2-(6Z,9Z,12Z,15Z,18Z-docosapentaenoyl)-sn-glycero-3- phosphocholine	-0.491980202425594	0.119419455568873	-0.329692656657179	0.286770086690084	0.162287545768416	0.774270088264375
1,2-dioleoyl-sn-glycero-3-phosphocholine(1+)	-0.0655133576674097	0.972556620463417	-0.0157302878705256	0.998333573129247	0.049783069796884	0.984200692161976
N-(2-hydroxytricosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	-0.443948616547438	0.195355674207846	-0.316843145796006	0.36316104347906	0.127105470751433	0.869976080727539
Cer(d18:0/17:0)	-0.0377976867002968	0.990450671125598	-0.133974365998147	0.895029476954285	-0.0961766792978498	0.945368024912965
N-hexadecanoylglycinate	-0.303955833530929	0.470882502393688	-0.00613552203204211	0.999571463938894	0.297820311498887	0.484979405228646
(18Z,21Z,24Z,27Z,30Z,33Z)-hexatriacontahexaenoate	0.415037499278844	0.482727279503212	0	1	-0.415037499278844	0.482727279503212
1-arachidonoyl-sn-glycero-3-phosphoethanolamine	-0.0714682878154724	0.975310698098398	0.00255161856947749	0.999966319353219	0.0740199063849499	0.973501962021682
9-Deoxo-31-O-demethyl FK506	-0.208692518933968	0.865551688682866	0.206344980344875	0.829587413378679	0.415037499278844	0.543065983128511
1-(1Z,9Z-octadecadienyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine	0.351485991034379	0.227958205726739	-0.0330962757705031	0.987122736036876	-0.384582266804882	0.187991817555613
PA(P-20:0/17:0)	0.0120615207029568	0.999479587293129	-0.00858827867252804	0.999739855578059	-0.020649799375485	0.998484679628891
PC(P-20:0/14:1(9Z))	0.555137592659945	0.0524724485658583	0.366270094851019	0.228436998203525	-0.188867497808926	0.514313252032772
(2E,16R)-16-hydroxyheptadec-2-enoic acid	-0.07583311220802	0.971228600900308	-0.1174075727875	0.934667889865095	-0.0415744605794794	0.991916127642904
PC(P-16:0/20:1(11Z))	0.102932265408343	0.918394161059922	0.106332674724605	0.913043904711335	0.00340040931626224	0.999898563838201
9-OxoOTrE	0.258320236905689	0.550057381912611	-0.0800803866010479	0.951360854708227	-0.338400623506737	0.399138010841933
N-(2-hydroxyeicosanoyl)sphinganine	0.492382969749548	0.197547786575542	0.200477286339728	0.757961680513013	-0.291905683409819	0.467390950982948
PC(p-16:0/20:0)	-0.134604976800085	0.902063885678344	-0.0133155266798661	0.998884917955333	0.121289450120219	0.92017524944579
N-(2-hydroxytetracosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	-0.221101989566879	0.692156782732159	-0.206924234346522	0.720604450159242	0.0141777552203569	0.998607061625563
N-(2-hydroxytetradecanoyl)sphinganine	0.115202090867834	0.938313286297939	0.0641445757929451	0.980990204141341	-0.0510575150748886	0.986902756099224
4-hydroxycinnamyl alcohol 4-beta-D-glucoside	-0.15194693571178	0.816172762407798	-0.085588458512305	0.933306752813216	0.0663584771994752	0.963154725722646
17beta(H),21beta(H)-bishomohopanol	-0.127379308795902	0.876281469559051	-0.000158242671387884	0.999999772415796	0.127221066124514	0.876575046882061
N-octodecanoylsphinganine	0.648912800409999	0.124305795870637	0	1	-0.648912800409999	0.124305795870637
3-[[[1-[1-(2-furanylmethyl)-5-tetrazolyl]-2-methylpropyl]-(2-oxolanylmethyl)amino]methyl]-8-methyl-1H-quinolin-2-one	-0.242477031696418	0.715656128770759	-0.00714388473430185	0.999638716180395	0.235333146962117	0.730063762385205
N-2-hydroxypalmitoylsphingosine	-0.462425995084934	0.346769453648175	-0.694184683479754	0.166025815302829	-0.23175868839482	0.826599607511449
