cluster index	parent mass	RTMean	ATTRIBUTE_treatment:GNPSGROUP:nan	ATTRIBUTE_treatment:GNPSGROUP:mock	ATTRIBUTE_treatment:GNPSGROUP:untreated	ATTRIBUTE_treatment:GNPSGROUP:PET	ATTRIBUTE_phase:GNPSGROUP:inf_1	ATTRIBUTE_phase:GNPSGROUP:inf_2	ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_2
369	1175.7778320800444	8.883833	0	1683123.5	2223249.75	0	3427079.0	0.0	2468490.5	0.0	3366247.0	0.0	4446499.5	0.0	0	0
370	191.1102827174528	8.894192	0	148799.125	147255.92	0	289353.89666666667	0.0	275951.6	0.0	297598.25	0.0	294511.84	0.0	0	0
371	1211.7548363947938	8.891664	0	143852.15	177652.55	0	214336.46666666665	0.0	0.0	0.0	287704.3	0.0	355305.1	0.0	0	0
372	683.3693107315561	8.905478	0	159255.0	179468.97	0	329597.0733333333	0.0	311343.28	0.0	318510.0	0.0	358937.94	0.0	0	0
373	711.400981112411	8.910925	0	153699.85	169259.56	0	317513.8666666667	0.0	306622.78	0.0	307399.7	0.0	338519.12	0.0	0	0
374	637.5897351756217	8.947155	0	197022.14	422579.92000000004	0	476065.8333333333	195086.32666666666	470755.66	303496.7	394044.28	0.0	563397.56	281762.28	0	0
375	191.11021167938767	9.037293	0	178787.17	168216.235	0	340155.4266666667	0.0	326459.47	0.0	357574.34	0.0	336432.47	0.0	0	0
376	859.6917048317823	9.024698	0	0.0	239445.39	0	159630.26	0.0	0.0	0.0	0.0	0.0	478890.78	0.0	0	0
377	637.5895063535181	8.995186	0	206112.08	329553.79000000004	0	389590.3	195086.32666666666	379201.44	303496.7	412224.16	0.0	377345.3	281762.28	0	0
378	568.5139514980453	9.028769	0	214108.14	266845.95	0	461719.52	0.0	423250.38	0.0	428216.28	0.0	533691.9	0.0	0	0
379	683.3690500142683	9.028769	0	244032.47	218244.7	0	457245.88000000006	0.0	447183.3	0.0	488064.94	0.0	436489.4	0.0	0	0
380	712.402513509531	9.040043	0	177626.72	164554.485	0	352965.0966666667	0.0	374532.88	0.0	355253.44	0.0	329108.97	0.0	0	0
381	567.5105769740221	9.0311575	0	504490.6	572402.45	0	1075279.2	0.0	1072051.5	0.0	1008981.2	0.0	1144804.9	0.0	0	0
382	540.4917693329	9.036904	0	3615114.0	4408725.5	0	8491406.333333334	0.0	9426540.0	0.0	7230228.0	0.0	8817451.0	0.0	0	0
383	757.4064832901316	9.036904	0	225640.81	224126.05	0	466008.95999999996	0.0	498493.16	0.0	451281.62	0.0	448252.1	0.0	0	0
384	711.4009381034251	9.042903	0	320109.78	449356.725	0	611389.8033333333	98561.56666666667	590921.1	0.0	640219.56	0.0	603028.75	295684.7	0	0
385	550.5204520572488	9.043244	0	4566159.0	6616200.0	0	11313355.666666666	0.0	11575349.0	0.0	9132318.0	0.0	13232400.0	0.0	0	0
386	813.4690083224165	9.040369	0	180986.0	220753.31	0	423738.85333333333	0.0	467737.94	0.0	361972.0	0.0	441506.62	0.0	0	0
387	727.3046105344689	9.041818	0	170988.97	170307.19	0	333888.89999999997	0.0	319074.38	0.0	341977.94	0.0	340614.38	0.0	0	0
388	755.3356638084268	9.045152	0	181349.3	182576.86	0	360946.3733333333	0.0	354986.8	0.0	362698.6	0.0	365153.72	0.0	0	0
389	666.6052872376735	9.211752	0	0.0	220547.735	0	147031.82333333333	0.0	0.0	0.0	0.0	0.0	441095.47	0.0	0	0
390	711.4011162751908	9.209777	0	153287.015	0.0	0	211035.03000000003	0.0	326531.06	0.0	306574.03	0.0	0.0	0.0	0	0
391	692.6208863274097	9.276657	0	0.0	718574.95	0	479049.9666666666	0.0	0.0	0.0	0.0	0.0	1437149.9	0.0	0	0
392	682.5919251777922	9.278885	0	0.0	190343.985	0	126895.98999999999	0.0	0.0	0.0	0.0	0.0	380687.97	0.0	0	0
393	711.4010850210371	9.396944	0	292702.89	198571.2	0	361376.6333333333	81268.51	345387.25	0.0	341600.25	243805.53	397142.4	0.0	0	0
394	711.4010789346723	9.49084	0	304775.745	336396.91000000003	0	355052.17333333334	272366.69	306278.72	293632.56	349294.6	260256.89	409583.2	263210.62	0	0
395	694.636656487195	9.649763	0	0.0	744378.25	0	496252.1666666667	0.0	0.0	0.0	0.0	0.0	1488756.5	0.0	0	0
396	175.1148599302275	10.415982	0	0.0	0.0	0	110837.73333333334	0.0	332513.2	0.0	0.0	0.0	0.0	0.0	0	0
397	649.454935277496	10.421672	0	835392.55	1579450.375	0	6723184.533333334	178660.41666666666	15875849.0	0.0	1670785.1	0.0	2622919.5	535981.25	0	0
398	783.4047794823812	10.539259	0	313291.78	160565.15	0	330050.93333333335	102664.46666666667	350432.34	0.0	318590.16	307993.4	321130.3	0.0	0	0
399	783.4045927481188	10.703182	0	147981.78	144421.9	0	0.0	194935.78666666665	0.0	0.0	0.0	295963.56	0.0	288843.8	0	0
